timestamp,open,high,low,close,volume
1614704400000,1731.496,1738.293,1731.116,1736.585,3.8042
1614708000000,1736.605,1738.405,1733.536,1736.756,3.2497
1614711600000,1736.756,1738.036,1733.576,1734.666,2.3021
1614715200000,1734.666,1737.916,1732.756,1733.046,3.3141
1614718800000,1733.015,1738.98,1732.986,1737.865,0.9591
1614726000000,1737.353,1740.446,1734.606,1736.416,1.4086
1614729600000,1736.426,1737.366,1734.016,1735.126,1.0612
1614733200000,1735.076,1736.906,1729.895,1734.095,2.6439
1614736800000,1734.135,1734.195,1731.295,1732.755,1.8086
1614740400000,1732.625,1735.425,1732.585,1734.695,1.3177
1614744000000,1734.695,1735.525,1734.435,1735.135,1.2394
1614747600000,1735.135,1735.585,1732.02,1733.085,1.5258
1614751200000,1733.065,1734.015,1730.258,1732.675,2.5422
1614754800000,1732.675,1735.845,1731.785,1733.315,2.8162
1614758400000,1733.315,1733.615,1726.415,1727.245,3.32
1614762000000,1727.258,1730.135,1725.555,1728.055,3.6116
1614765600000,1728.045,1728.135,1723.845,1726.465,3.62
1614769200000,1726.465,1726.645,1721.325,1724.075,3.6138
1614772800000,1724.155,1726.645,1723.495,1725.975,3.2646
1614776400000,1725.975,1725.985,1708.135,1712.252,8.1573
1614780000000,1712.262,1717.103,1708.392,1711.213,7.987
1614783600000,1711.135,1716.983,1701.797,1715.813,8.3793
1614787200000,1715.813,1725.033,1715.53,1718.543,5.3385
1614790800000,1718.543,1719.665,1715.911,1717.144,3.8225
1614794400000,1717.104,1720.175,1715.774,1718.881,4.9578
1614798000000,1718.894,1719.429,1711.915,1715.584,5.9857
1614801600000,1715.634,1717.044,1713.905,1714.145,5.1745
1614805200000,1714.185,1715.675,1709.341,1710.845,0.9584
1614812400000,1710.134,1711.934,1708.198,1710.374,1.3364
1614816000000,1710.349,1715.564,1708.608,1714.914,1.8519
1614819600000,1714.884,1716.605,1710.904,1715.144,3.02
1614823200000,1715.144,1716.144,1710.465,1712.274,2.479
1614826800000,1712.274,1712.634,1709.214,1709.5,2.1348
1614830400000,1709.5,1715.394,1706.564,1714.935,2.3329
1614834000000,1714.935,1719.959,1714.225,1718.085,2.8757
1614837600000,1718.075,1718.115,1714.744,1716.464,4.0017
1614841200000,1716.444,1721.135,1716.154,1717.834,2.7973
1614844800000,1717.714,1718.883,1712.049,1712.763,4.1647
1614848400000,1712.725,1718.543,1706.189,1715.129,5.9342
1614852000000,1715.143,1716.509,1708.412,1715.209,4.4355
1614855600000,1715.218,1716.849,1713.135,1715.655,3.4471
1614859200000,1715.675,1720.165,1714.874,1718.603,4.0028
1614862800000,1718.593,1723.104,1712.964,1715.818,6.6755
1614866400000,1715.795,1717.428,1712.214,1714.555,6.6131
1614870000000,1714.575,1721.154,1709.388,1718.619,7.6658
1614873600000,1718.625,1722.254,1714.288,1714.544,4.1976
1614877200000,1714.574,1717.844,1698.208,1700.214,9.1195
1614880800000,1700.214,1704.152,1690.258,1691.054,9.0462
1614884400000,1691.025,1700.665,1691.025,1698.995,8.4327
1614888000000,1699.015,1699.175,1695.298,1697.285,5.2059
1614891600000,1697.285,1700.438,1697.038,1697.138,1.6887
1614898800000,1697.658,1698.675,1693.274,1694.195,1.868
1614902400000,1694.105,1695.125,1688.668,1694.665,2.8082
1614906000000,1694.655,1694.655,1687.194,1692.528,4.3511
1614909600000,1692.508,1694.915,1689.501,1694.284,3.5368
1614913200000,1694.274,1695.635,1693.335,1694.325,2.7329
1614916800000,1694.315,1694.465,1691.555,1691.995,1.8801
1614920400000,1691.995,1697.234,1691.995,1696.768,3.042
1614924000000,1696.769,1699.354,1695.295,1696.725,2.6042
1614927600000,1696.725,1700.295,1694.795,1696.548,3.3117
1614931200000,1696.518,1696.698,1690.998,1693.745,5.6114
1614934800000,1693.745,1695.885,1691.055,1694.474,3.9432
1614938400000,1694.434,1697.475,1693.364,1694.555,2.9668
1614942000000,1694.668,1698.779,1693.574,1694.778,2.5921
1614945600000,1694.748,1698.923,1694.085,1698.564,3.397
1614949200000,1698.564,1701.089,1687.138,1693.368,6.0938
1614952800000,1693.348,1707.669,1691.678,1694.428,7.4986
1614956400000,1694.385,1703.774,1694.225,1696.938,8.0795
1614960000000,1696.938,1699.407,1694.284,1697.214,6.6911
1614963600000,1697.158,1703.395,1696.415,1702.725,4.0961
1614967200000,1702.719,1705.109,1698.108,1698.745,4.8531
1614970800000,1698.758,1699.935,1696.865,1699.005,4.9126
1614974400000,1699.005,1700.468,1697.494,1697.984,4.4291
1614978000000,1697.928,1701.588,1697.894,1699.398,0.6327
1615158000000,1701.718,1713.878,1701.718,1707.685,2.941
1615161600000,1707.685,1708.088,1704.901,1706.805,2.2566
1615165200000,1706.834,1713.655,1706.595,1713.135,4.3551
1615168800000,1713.125,1714.168,1706.704,1708.991,3.3811
1615172400000,1708.971,1709.401,1705.135,1705.578,3.1245
1615176000000,1705.598,1707.705,1704.264,1707.655,2.1921
1615179600000,1707.655,1709.405,1705.664,1707.658,3.1713
1615183200000,1707.658,1709.155,1703.788,1704.348,3.5729
1615186800000,1704.298,1704.318,1696.974,1699.125,3.4804
1615190400000,1699.105,1700.525,1691.594,1696.255,4.1586
1615194000000,1696.235,1696.755,1689.754,1690.418,4.0756
1615197600000,1690.448,1694.535,1690.015,1692.495,3.4229
1615201200000,1692.505,1694.138,1685.635,1685.718,3.0759
1615204800000,1685.698,1691.815,1684.554,1690.475,4.2508
1615208400000,1690.425,1695.919,1684.695,1693.794,5.3557
1615212000000,1693.784,1696.388,1686.478,1686.801,6.7297
1615215600000,1686.835,1690.758,1679.324,1681.558,8.6264
1615219200000,1681.588,1684.118,1678.138,1679.815,5.7193
1615222800000,1679.848,1682.935,1676.696,1680.695,4.7692
1615226400000,1680.675,1682.405,1680.374,1680.438,4.383
1615230000000,1680.438,1685.065,1680.148,1685.025,3.2131
1615233600000,1684.995,1685.279,1680.398,1680.435,4.1185
1615237200000,1680.445,1683.445,1680.435,1683.288,0.9579
1615244400000,1683.443,1685.614,1682.4,1684.554,0.7738
1615248000000,1684.554,1685.384,1681.564,1684.469,1.5797
1615251600000,1684.463,1685.665,1680.014,1683.298,3.7162
1615255200000,1683.288,1688.934,1683.271,1687.354,3.2233
1615258800000,1687.388,1691.434,1686.214,1689.278,2.6496
1615262400000,1689.314,1690.538,1687.225,1687.475,1.5113
1615266000000,1687.475,1690.614,1687.078,1688.808,2.1175
1615269600000,1688.838,1694.33,1688.038,1692.843,3.2677
1615273200000,1692.849,1698.358,1691.628,1697.265,3.3358
1615276800000,1697.275,1702.744,1694.818,1702.551,3.746
1615280400000,1702.551,1703.715,1701.088,1702.615,3.7157
1615284000000,1702.635,1704.888,1700.314,1702.638,3.1642
1615287600000,1702.628,1711.498,1701.564,1708.934,4.1375
1615291200000,1708.918,1708.918,1702.488,1702.758,3.1761
1615294800000,1702.758,1715.014,1702.738,1713.354,5.3953
1615298400000,1713.354,1720.469,1713.204,1717.651,6.5302
1615302000000,1717.624,1719.679,1711.665,1713.025,7.9705
1615305600000,1713.015,1717.108,1712.435,1715.245,5.3447
1615309200000,1715.252,1717.929,1715.124,1716.494,4.6863
1615312800000,1716.524,1719.591,1716.125,1716.125,3.8453
1615316400000,1716.124,1717.865,1715.605,1716.988,3.826
1615320000000,1717.008,1718.088,1714.315,1715.965,2.9589
1615323600000,1716.035,1717.461,1714.694,1715.688,0.8779
1615330800000,1714.948,1716.209,1713.939,1715.744,1.0326
1615334400000,1715.744,1717.255,1712.718,1715.318,2.0078
1615338000000,1715.318,1719.475,1712.768,1713.468,3.2291
1615341600000,1713.454,1713.744,1710.754,1713.425,3.1333
1615345200000,1713.445,1713.445,1711.311,1712.485,1.6593
1615348800000,1712.485,1714.128,1712.301,1712.974,1.1222
1615352400000,1712.974,1713.888,1711.378,1712.748,2.5066
1615356000000,1712.715,1715.184,1709.544,1714.831,3.0133
1615359600000,1714.838,1716.564,1713.754,1715.188,2.632
1615363200000,1715.185,1715.448,1710.018,1714.624,3.5788
1615366800000,1714.668,1715.298,1712.404,1714.265,2.8492
1615370400000,1714.265,1715.358,1710.978,1710.998,2.7425
1615374000000,1710.998,1712.148,1708.141,1711.708,3.0363
1615377600000,1711.718,1713.548,1710.494,1712.745,2.8446
1615381200000,1712.715,1723.554,1711.304,1719.945,6.5055
1615384800000,1719.958,1722.138,1715.508,1718.429,7.9608
1615388400000,1718.42,1720.064,1714.258,1718.985,6.2933
1615392000000,1718.985,1720.318,1714.454,1719.295,4.9415
1615395600000,1719.295,1720.444,1717.925,1719.245,3.8438
1615399200000,1719.245,1724.035,1716.174,1723.388,5.9889
1615402800000,1723.448,1725.925,1722.384,1723.894,2.5371
1615406400000,1723.865,1726.178,1723.294,1725.334,3.1643
1615410000000,1725.325,1726.704,1724.268,1726.408,0.7101
1615417200000,1726.041,1727.065,1726.041,1726.584,0.757
1615420800000,1726.594,1727.825,1724.054,1724.838,1.5356
1615424400000,1724.815,1727.388,1723.134,1726.018,2.8812
1615428000000,1726.088,1732.133,1726.088,1730.019,2.7826
1615431600000,1730.009,1734.508,1729.708,1731.686,2.7259
1615435200000,1731.674,1732.798,1730.714,1732.118,1.3952
1615438800000,1732.118,1735.848,1731.438,1735.498,2.6317
1615442400000,1735.498,1735.588,1732.158,1732.246,2.8802
1615446000000,1732.261,1737.828,1731.299,1736.675,3.0992
1615449600000,1736.668,1739.634,1735.738,1738.838,3.5141
1615453200000,1738.838,1739.735,1733.254,1733.585,3.4809
1615456800000,1733.618,1736.635,1732.394,1735.888,2.2839
1615460400000,1735.888,1736.428,1731.338,1733.255,2.667
1615464000000,1733.284,1736.945,1730.155,1735.858,4.5254
1615467600000,1735.735,1737.118,1727.248,1729.888,6.5738
1615471200000,1729.878,1731.445,1719.115,1722.778,6.6082
1615474800000,1722.778,1727.318,1719.628,1725.374,6.8293
1615478400000,1725.374,1725.904,1720.958,1724.295,5.2212
1615482000000,1724.295,1726.015,1721.748,1723.668,3.4977
1615485600000,1723.668,1728.208,1722.215,1724.292,4.9224
1615489200000,1724.296,1725.278,1722.565,1724.635,4.4219
1615492800000,1724.658,1724.658,1722.335,1723.574,2.4177
1615496400000,1723.595,1724.954,1721.408,1722.188,0.8873
1615503600000,1721.798,1723.475,1721.248,1722.595,0.7801
1615507200000,1722.595,1725.645,1722.565,1724.395,1.4994
1615510800000,1724.395,1727.895,1723.225,1724.855,3.144
1615514400000,1724.855,1724.855,1718.648,1719.454,3.9352
1615518000000,1719.454,1719.574,1716.744,1718.285,2.2429
1615521600000,1718.285,1719.654,1717.804,1718.758,1.1102
1615525200000,1718.808,1719.678,1716.117,1717.964,2.3094
1615528800000,1718.044,1718.174,1709.584,1711.914,3.7687
1615532400000,1711.894,1712.188,1707.445,1710.388,4.4604
1615536000000,1710.388,1711.244,1705.914,1706.388,4.9178
1615539600000,1706.378,1706.768,1699.078,1701.345,4.1196
1615543200000,1701.345,1705.305,1700.065,1703.294,3.1606
1615546800000,1703.298,1704.065,1699.443,1703.154,3.4361
1615550400000,1703.155,1706.658,1702.095,1706.635,3.619
1615554000000,1706.595,1707.328,1699.374,1704.928,4.3572
1615557600000,1704.948,1708.099,1700.478,1706.175,7.3134
1615561200000,1706.175,1708.678,1701.874,1707.044,6.749
1615564800000,1707.108,1720.164,1706.058,1718.008,5.8492
1615568400000,1718.024,1722.568,1717.298,1719.538,3.3053
1615572000000,1719.548,1724.994,1719.324,1724.354,2.3288
1615575600000,1724.354,1725.294,1722.395,1722.395,1.9959
1615579200000,1722.395,1724.579,1721.215,1723.405,2.2002
1615582800000,1723.428,1729.158,1723.385,1726.958,0.6736
1615759200000,1727.188,1730.304,1725.648,1727.658,1.7475
1615762800000,1727.668,1727.978,1724.135,1725.235,1.7138
1615766400000,1725.235,1727.498,1724.778,1727.115,1.6556
1615770000000,1727.115,1733.938,1725.691,1729.475,3.9678
1615773600000,1729.475,1731.135,1725.188,1726.094,3.5801
1615777200000,1726.074,1727.905,1725.558,1727.715,2.5568
1615780800000,1727.715,1727.825,1725.674,1726.628,1.3997
1615784400000,1726.625,1726.787,1721.554,1723.905,2.3986
1615788000000,1723.905,1725.834,1722.215,1723.588,2.2577
1615791600000,1723.618,1726.498,1722.084,1722.568,2.1093
1615795200000,1722.585,1728.244,1722.575,1727.818,3.4195
1615798800000,1727.824,1732.488,1727.739,1728.888,3.9703
1615802400000,1728.888,1730.155,1727.044,1729.078,2.757
1615806000000,1729.055,1732.148,1728.038,1729.645,4.0077
1615809600000,1729.655,1732.907,1728.354,1731.174,4.5099
1615813200000,1731.125,1734.418,1728.698,1733.894,6.7009
1615816800000,1733.904,1734.418,1723.298,1723.825,7.0636
1615820400000,1723.825,1728.514,1722.728,1727.028,5.5436
1615824000000,1727.048,1730.508,1726.615,1728.984,3.7455
1615827600000,1728.978,1731.099,1727.888,1729.205,2.6161
1615831200000,1729.205,1731.648,1728.108,1728.688,2.4716
1615834800000,1728.714,1732.044,1728.118,1730.908,2.556
1615838400000,1730.824,1732.059,1730.638,1731.465,0.9199
1615845600000,1731.074,1731.935,1730.154,1730.514,1.0173
1615849200000,1730.368,1731.625,1730.144,1730.618,0.8284
1615852800000,1730.608,1731.874,1730.018,1730.404,1.1425
1615856400000,1730.424,1734.055,1729.404,1731.979,2.1921
1615860000000,1731.979,1732.239,1729.934,1731.708,1.9064
1615863600000,1731.768,1733.854,1731.394,1733.479,1.2167
1615867200000,1733.458,1734.894,1732.905,1734.085,1.1575
1615870800000,1734.075,1737.124,1733.331,1736.168,1.7496
1615874400000,1736.168,1736.695,1730.638,1730.975,2.1658
1615878000000,1730.975,1731.358,1726.114,1730.084,2.9372
1615881600000,1730.084,1732.708,1728.755,1732.285,2.9099
1615885200000,1732.285,1733.155,1730.144,1731.059,2.547
1615888800000,1731.068,1734.758,1730.764,1734.142,2.0892
1615892400000,1734.119,1735.478,1730.678,1731.239,2.1765
1615896000000,1731.289,1736.306,1730.701,1732.398,4.2858
1615899600000,1732.398,1735.504,1730.168,1734.364,4.5182
1615903200000,1734.364,1741.147,1732.848,1733.875,5.2109
1615906800000,1733.898,1735.058,1726.667,1728.766,4.964
1615910400000,1728.732,1731.485,1727.765,1730.465,4.5435
1615914000000,1730.485,1733.198,1728.755,1729.038,4.1842
1615917600000,1728.997,1731.137,1728.877,1730.294,2.7583
1615921200000,1730.298,1732.988,1730.217,1732.477,2.0127
1615924800000,1732.447,1732.562,1730.668,1730.668,0.7341
1615932000000,1731.358,1732.437,1730.258,1731.717,0.6919
1615935600000,1731.747,1732.517,1730.767,1731.585,0.6967
1615939200000,1731.585,1732.677,1730.437,1732.445,1.7804
1615942800000,1732.465,1735.018,1729.535,1733.492,3.4179
1615946400000,1733.442,1734.647,1732.075,1733.525,1.4713
1615950000000,1733.535,1735.928,1733.375,1735.778,1.3776
1615953600000,1735.777,1737.487,1734.884,1736.747,1.5496
1615957200000,1736.717,1737.325,1734.924,1735.198,1.4607
1615960800000,1735.154,1737.904,1735,1736.904,2.1677
1615964400000,1736.904,1736.974,1733.968,1735.218,2.2391
1615968000000,1735.218,1736.224,1733.358,1734.414,2.557
1615971600000,1734.418,1736.865,1734.048,1736.015,2.541
1615975200000,1736.005,1737.044,1734.298,1735.014,2.9441
1615978800000,1734.984,1735.184,1727.795,1729.285,4.2641
1615982400000,1729.378,1731.898,1728.158,1729.125,4.965
1615986000000,1729.125,1731.838,1727.218,1728.224,6.2698
1615989600000,1728.224,1734.498,1724.018,1731.924,6.4534
1615993200000,1731.898,1732.058,1726.785,1727.185,5.5998
1615996800000,1727.175,1728.405,1725.718,1727.925,4.5483
1616000400000,1727.925,1730.101,1726.498,1729.858,3.4929
1616004000000,1729.728,1749.858,1729.728,1749.508,8.5504
1616007600000,1749.518,1751.498,1743.384,1745.195,5.7631
1616011200000,1745.055,1745.665,1743.634,1744.798,0.949
1616018400000,1744.804,1749.478,1744.088,1747.291,0.95
1616022000000,1747.344,1749.174,1747,1748.384,0.7359
1616025600000,1748.354,1751.484,1747.478,1749.728,1.8068
1616029200000,1749.7,1753.834,1748.954,1752.964,4.6069
1616032800000,1752.964,1754.955,1750.008,1754.395,2.8893
1616036400000,1754.375,1755.408,1748.124,1748.878,3.472
1616040000000,1748.898,1750.398,1747.405,1749.858,2.0296
1616043600000,1749.858,1752.404,1749.346,1749.908,2.021
1616047200000,1749.908,1752.374,1748.945,1750.864,2.1166
1616050800000,1750.864,1752.764,1735.354,1739.394,5.3923
1616054400000,1739.474,1740.774,1732.594,1736.285,4.1499
1616058000000,1736.285,1739.444,1734.908,1736.578,3.9032
1616061600000,1736.574,1737.614,1732.808,1733.958,3.745
1616065200000,1734.088,1735.965,1727.624,1731.234,4.4197
1616068800000,1731.134,1733.428,1726.228,1729.718,6.0546
1616072400000,1729.728,1729.954,1719.115,1722.944,7.9296
1616076000000,1722.974,1729.409,1721.384,1728.348,6.7947
1616079600000,1728.358,1731.099,1726.559,1730.478,4.9093
1616083200000,1730.488,1736.124,1730.455,1731.084,4.4514
1616086800000,1731.078,1735.095,1730.004,1734.615,4.3034
1616090400000,1734.605,1735.415,1732.215,1734.614,3.2675
1616094000000,1734.614,1737.132,1732.998,1734.72,2.9992
1616097600000,1734.649,1736.585,1734.078,1736.375,1.143
1616104800000,1735.639,1737.575,1734.224,1734.848,1.2069
1616108400000,1734.848,1736.524,1732.294,1735.114,1.4447
1616112000000,1735.094,1735.744,1730.51,1730.648,1.8764
1616115600000,1730.642,1731.524,1728.391,1731.175,3.4625
1616119200000,1731.175,1731.795,1728.494,1730.848,2.3919
1616122800000,1730.845,1734.935,1730.198,1731.604,2.901
1616126400000,1731.604,1734.258,1730,1734.018,2.2397
1616130000000,1733.958,1734.679,1730.695,1734.378,2.2452
1616133600000,1734.388,1743.425,1734.018,1740.249,4.7188
1616137200000,1740.238,1745.288,1739.808,1741.595,3.9288
1616140800000,1741.589,1744.095,1738.519,1743.595,3.6642
1616144400000,1743.605,1744.475,1736.618,1736.808,3.1917
1616148000000,1736.808,1738.125,1734.918,1736.828,2.5596
1616151600000,1736.805,1742.528,1734.818,1740.458,2.923
1616155200000,1740.518,1743.618,1737.529,1739.005,4.3734
1616158800000,1739.058,1739.838,1733.158,1735.948,9.2534
1616162400000,1735.928,1738.045,1734.328,1735.438,7.0592
1616166000000,1735.488,1740.898,1734.328,1739.868,5.6902
1616169600000,1739.858,1742.279,1738.355,1742.238,4.7164
1616173200000,1742.228,1743.325,1740.698,1742.765,3.2118
1616176800000,1742.778,1744.098,1742.228,1742.337,2.2326
1616180400000,1742.328,1743.185,1740.418,1742.518,2.731
1616184000000,1742.498,1746.538,1741.579,1744.858,0.8366
1616364000000,1746.009,1746.928,1737.938,1737.978,2.4228
1616367600000,1737.958,1740.699,1737.868,1738.088,1.64
1616371200000,1738.075,1740.813,1737.208,1739.439,2.1249
1616374800000,1739.458,1739.505,1732.438,1735.338,4.643
1616378400000,1735.328,1738.995,1735.128,1738.855,2.7848
1616382000000,1738.895,1741.198,1738.258,1740.506,2.2377
1616385600000,1740.506,1742.988,1739.913,1742.468,1.4449
1616389200000,1742.468,1742.468,1736.675,1736.875,2.4871
1616392800000,1736.958,1737.798,1729.436,1730.485,3.9255
1616396400000,1730.475,1732.309,1727.238,1729.158,4.0325
1616400000000,1729.179,1732.276,1728.095,1729.818,4.6813
1616403600000,1729.768,1731.628,1727.975,1731.415,3.6467
1616407200000,1731.435,1733.635,1730.978,1733.268,3.0149
1616410800000,1733.299,1738.988,1733.198,1736.178,3.8071
1616414400000,1736.185,1736.875,1730.535,1732.138,5.7323
1616418000000,1732.078,1735.368,1730.455,1733.088,6.8108
1616421600000,1733.058,1738.328,1732.825,1737.908,6.2928
1616425200000,1737.928,1738.588,1733.599,1738.158,5.1227
1616428800000,1738.208,1740.348,1737.405,1740.278,3.7015
1616432400000,1740.248,1740.868,1737.928,1740.535,2.9028
1616436000000,1740.505,1740.985,1739.108,1739.278,1.7541
1616439600000,1739.248,1740.668,1739.198,1739.408,1.8618
1616443200000,1739.398,1739.448,1737.926,1738.648,0.9999
1616450400000,1738.466,1739.808,1738.208,1739.459,0.5269
1616454000000,1739.478,1739.728,1738.458,1739.198,0.4971
1616457600000,1739.218,1740.418,1736.415,1737.068,1.8796
1616461200000,1737.055,1737.568,1732.948,1733.378,3.091
1616464800000,1733.368,1734.318,1730.918,1734.228,2.9915
1616468400000,1734.258,1735.605,1733.654,1735.585,1.8377
1616472000000,1735.585,1736.998,1735.235,1735.679,1.1839
1616475600000,1735.689,1738.369,1735.095,1737.565,2.5159
1616479200000,1737.595,1739.438,1736.598,1738.199,2.3363
1616482800000,1738.228,1739.898,1736.485,1737.538,2.3168
1616486400000,1737.539,1739.948,1736.205,1739.238,3.845
1616490000000,1739.228,1740.035,1736.125,1737.888,3.2501
1616493600000,1737.928,1742.378,1737.535,1740.268,3.8482
1616497200000,1740.268,1741.808,1738.868,1738.898,2.9984
1616500800000,1738.898,1740.925,1737.628,1739.188,4.1836
1616504400000,1739.178,1740.048,1727.198,1730.928,7.4004
1616508000000,1730.908,1731.708,1725.598,1729.848,7.5574
1616511600000,1729.898,1730.318,1724.948,1730.188,5.9117
1616515200000,1730.168,1730.168,1726.068,1726.808,4.0082
1616518800000,1726.815,1728.298,1724.578,1727.768,4.1585
1616522400000,1727.845,1728.458,1726.238,1726.975,3.45
1616526000000,1726.975,1728.658,1726.335,1727.158,4.3314
1616529600000,1727.108,1727.918,1726.425,1726.588,1.0757
1616536800000,1726.428,1727.609,1726.428,1726.739,0.7469
1616540400000,1726.749,1728.085,1726.145,1727.045,1.0797
1616544000000,1727.105,1727.875,1725.645,1727.545,1.6939
1616547600000,1727.568,1731.295,1723.624,1730.358,4.0597
1616551200000,1730.328,1734.309,1730.235,1732.008,3.0497
1616554800000,1731.978,1732.748,1731.185,1731.608,1.9699
1616558400000,1731.598,1733.448,1731.318,1733.418,1.4863
1616562000000,1733.375,1733.768,1730.955,1731.168,2.9183
1616565600000,1731.175,1731.975,1729.438,1730.935,3.2302
1616569200000,1730.935,1732.015,1727.068,1728.728,3.3829
1616572800000,1728.709,1731.078,1727.985,1731.015,3.7133
1616576400000,1731.025,1734.828,1730.705,1734.568,3.1478
1616580000000,1734.519,1735.818,1730.058,1731.175,2.3558
1616583600000,1731.178,1731.978,1729.019,1730.088,2.7649
1616587200000,1730.065,1733.258,1729.655,1732.115,3.771
1616590800000,1732.115,1733.898,1728.338,1730.088,5.8732
1616594400000,1730.098,1732.488,1728.338,1732.105,5.0205
1616598000000,1732.165,1733.908,1729.145,1733.608,4.39
1616601600000,1733.608,1738.318,1733.608,1734.068,3.8143
1616605200000,1734.068,1735.108,1731.808,1735.018,3.1493
1616608800000,1735.018,1735.548,1733.298,1734.385,2.6685
1616612400000,1734.395,1734.938,1732.828,1732.935,2.7976
1616616000000,1732.955,1734.435,1732.955,1734.068,1.141
1616623200000,1733.884,1735.018,1733.415,1733.889,0.6657
1616626800000,1733.919,1734.999,1733.568,1734.498,0.7638
1616630400000,1734.398,1734.869,1732.978,1733.828,1.5216
1616634000000,1733.848,1735.258,1732.184,1733.038,3.7266
1616637600000,1732.998,1735.075,1731.838,1735.075,2.8338
1616641200000,1735.145,1739.049,1734.985,1735.248,2.1393
1616644800000,1735.258,1735.828,1733.915,1735.555,1.4244
1616648400000,1735.555,1737.718,1733.758,1733.985,1.8898
1616652000000,1733.925,1735.435,1733.145,1733.558,1.8558
1616655600000,1733.558,1734.545,1730.615,1732.988,2.6461
1616659200000,1732.988,1733.975,1730.888,1732.075,3.9186
1616662800000,1732.079,1732.578,1731.525,1731.928,2.593
1616666400000,1731.938,1732.355,1729.778,1731.335,2.2208
1616670000000,1731.335,1733.278,1727.559,1728.368,4.0535
1616673600000,1728.368,1730.558,1724.785,1729.908,6.0505
1616677200000,1729.858,1745.388,1728.468,1738.808,8.2219
1616680800000,1738.798,1741.028,1733.028,1736.828,8.308
1616684400000,1736.81,1737.408,1730.215,1730.758,6.5289
1616688000000,1730.745,1732.445,1727.665,1728.185,4.8123
1616691600000,1728.175,1728.818,1721.589,1727.478,6.7973
1616695200000,1727.478,1730.739,1726.305,1730.539,4.33
1616698800000,1730.518,1731.208,1726.075,1726.745,3.3146
1616702400000,1726.665,1727.845,1726.258,1726.618,1.1757
1616709600000,1726.099,1729.008,1726.099,1727.808,1.058
1616713200000,1727.808,1728.088,1726.415,1727.218,1.2238
1616716800000,1727.218,1729.168,1726.848,1728.325,2.2672
1616720400000,1728.325,1729.148,1725.975,1728.438,3.473
1616724000000,1728.438,1729.745,1723.778,1723.778,3.1515
1616727600000,1723.758,1725.048,1723.158,1724.815,1.8503
1616731200000,1724.785,1726.278,1723.748,1726.248,1.1748
1616734800000,1726.248,1729.098,1725.708,1727.828,2.3461
1616738400000,1727.838,1729.528,1726.628,1728.188,2.4658
1616742000000,1728.128,1728.575,1725.608,1727.385,3.0514
1616745600000,1727.365,1728.955,1725.288,1727.715,3.1997
1616749200000,1727.715,1731.948,1726.649,1730.068,2.9446
1616752800000,1730.065,1730.308,1725.015,1725.655,3.0067
1616756400000,1725.655,1726.055,1721.498,1725.035,3.4586
1616760000000,1725.038,1728.768,1723.905,1724.775,4.531
1616763600000,1724.758,1728.805,1724.155,1728.665,6.8023
