entry_time,exit_time,status,pnl,score,type,year,month,dow,hour,week
2023-10-04 13:30:00,2023-10-05 01:00:00,loss,-92.35641467442646,6,short,2023,10,Thursday,1,40
2023-10-05 08:00:00,2023-10-05 12:30:00,win,401.45665328301516,7,short,2023,10,Thursday,12,40
2023-10-05 13:15:00,2023-10-05 23:00:00,loss,-90.99578384464057,7,short,2023,10,Thursday,23,40
2023-10-18 14:15:00,2023-10-18 14:45:00,loss,-96.3202156231459,7,long,2023,10,Wednesday,14,42
2023-10-19 08:00:00,2023-10-19 08:15:00,loss,-140.77765245763857,7,long,2023,10,Thursday,8,42
2023-10-19 09:45:00,2023-10-19 15:30:00,win,341.86017756288675,7,long,2023,10,Thursday,15,42
2023-10-19 16:30:00,2023-10-19 17:15:00,win,231.3140552210041,7,long,2023,10,Thursday,17,42
2023-10-25 12:15:00,2023-10-25 13:45:00,win,266.2228408792431,6,long,2023,10,Wednesday,13,43
2023-10-25 14:00:00,2023-10-25 15:00:00,loss,-69.33552784757691,6,long,2023,10,Wednesday,15,43
2023-10-25 15:45:00,2023-10-26 12:45:00,loss,-62.84780978486945,6,long,2023,10,Thursday,12,43
2023-10-26 18:30:00,2023-10-26 19:15:00,loss,-75.01115029114199,5,long,2023,10,Thursday,19,43
2023-11-09 16:45:00,2023-11-09 19:30:00,loss,-51.325732623595904,5,long,2023,11,Thursday,19,45
2023-11-14 09:30:00,2023-11-14 11:45:00,loss,-116.32382477535273,6,long,2023,11,Tuesday,11,46
2023-11-14 16:45:00,2023-11-15 14:45:00,loss,-41.79779381312124,5,long,2023,11,Wednesday,14,46
2023-11-21 12:45:00,2023-11-21 13:30:00,win,200.4295714880911,5,long,2023,11,Tuesday,13,47
2023-11-21 13:30:00,2023-11-21 14:30:00,win,294.67443772860554,7,long,2023,11,Tuesday,14,47
2023-11-21 16:00:00,2023-11-21 18:30:00,loss,-111.57375876358995,7,long,2023,11,Tuesday,18,47
2023-12-07 08:45:00,2023-12-07 11:30:00,loss,-127.834610489609,6,long,2023,12,Thursday,11,49
2023-12-07 12:30:00,2023-12-07 13:30:00,win,203.63760899441687,5,long,2023,12,Thursday,13,49
2023-12-07 13:30:00,2023-12-07 14:00:00,loss,-92.07476137883761,6,long,2023,12,Thursday,14,49
2023-12-07 14:00:00,2023-12-07 14:30:00,loss,-86.17547431622522,6,long,2023,12,Thursday,14,49
2023-12-19 09:00:00,2023-12-19 10:30:00,loss,-81.91675525743614,5,long,2023,12,Tuesday,10,51
2023-12-19 10:45:00,2023-12-19 13:15:00,win,207.13679280178422,5,long,2023,12,Tuesday,13,51
2023-12-19 13:15:00,2023-12-19 13:30:00,loss,-69.16947461444747,5,long,2023,12,Tuesday,13,51
2023-12-19 13:30:00,2023-12-19 14:30:00,win,250.9060240219878,6,long,2023,12,Tuesday,14,51
2023-12-19 17:00:00,2023-12-19 18:00:00,loss,-79.64980624945254,6,long,2023,12,Tuesday,18,51
2023-12-19 18:30:00,2023-12-22 00:00:00,win,156.56051307426674,5,long,2023,12,Friday,0,51
2024-01-02 08:00:00,2024-01-02 11:30:00,loss,-85.24303005706516,5,long,2024,1,Tuesday,11,1
2024-01-04 08:00:00,2024-01-04 12:00:00,loss,-96.0968919467707,5,long,2024,1,Thursday,12,1
2024-01-09 09:30:00,2024-01-09 13:15:00,loss,-65.60827307382966,5,long,2024,1,Tuesday,13,2
2024-01-09 13:45:00,2024-01-09 14:45:00,loss,-57.31525498181471,5,long,2024,1,Tuesday,14,2
2024-01-10 08:45:00,2024-01-10 12:45:00,loss,-63.714719245363966,5,long,2024,1,Wednesday,12,2
2024-01-31 08:00:00,2024-01-31 13:45:00,win,480.19626932367777,7,long,2024,1,Wednesday,13,5
2024-01-31 13:45:00,2024-01-31 14:30:00,win,285.6928599201895,7,long,2024,1,Wednesday,14,5
2024-02-06 16:45:00,2024-02-06 17:15:00,loss,-58.206276562700026,5,long,2024,2,Tuesday,17,6
2024-02-06 17:15:00,2024-02-07 14:45:00,win,142.77367341794172,5,long,2024,2,Wednesday,14,6
