entry_time,exit_time,type,status,pnl
2022-10-24 13:00:00,2022-10-25 10:20:00,long,loss,-86.8414693889701
2022-10-25 13:00:00,2022-10-26 07:10:00,long,win,171.94610939016079
2022-10-26 13:10:00,2022-10-30 04:30:00,short,win,175.385031577964
2022-10-31 13:00:00,2022-10-31 19:35:00,long,loss,-89.44636610476164
2022-11-01 13:00:00,2022-11-01 21:55:00,long,loss,-88.55190244371403
2022-11-02 13:00:00,2022-11-02 15:35:00,long,loss,-87.66638341927688
2022-11-02 16:50:00,2022-11-02 19:20:00,long,loss,-86.78971958508411
2022-11-03 13:00:00,2022-11-03 17:20:00,short,loss,-85.92182238923327
2022-11-07 13:00:00,2022-11-08 15:10:00,short,loss,-85.06260416534094
2022-11-09 13:00:00,2022-11-09 14:40:00,short,loss,-84.21197812368753
2022-11-09 14:55:00,2022-11-09 15:25:00,short,loss,-83.36985834245067
2022-11-09 15:30:00,2022-11-09 15:50:00,short,win,165.07231951805232
2022-11-09 16:55:00,2022-11-09 19:55:00,long,loss,-84.18688295420668
2022-11-10 16:10:00,2022-11-10 16:30:00,long,loss,-83.34501412466462
2022-11-14 13:45:00,2022-11-14 16:45:00,long,win,165.02312796683594
2022-11-15 13:00:00,2022-11-17 13:15:00,long,loss,-84.16179526308632
2022-11-17 14:15:00,2022-11-18 15:05:00,long,loss,-83.32017731045546
2022-11-21 13:00:00,2022-11-21 18:50:00,short,loss,-82.4869755373509
2022-11-22 13:00:00,2022-11-23 13:05:00,long,loss,-81.66210578197739
2022-11-23 13:05:00,2022-11-23 19:45:00,short,loss,-80.84548472415761
2022-11-24 13:00:00,2022-11-28 03:40:00,long,loss,-80.03702987691604
2022-11-28 13:00:00,2022-12-01 00:10:00,short,loss,-79.23665957814688
2022-12-01 13:00:00,2022-12-05 02:00:00,long,win,156.88858596473082
2022-12-05 13:00:00,2022-12-05 15:00:00,long,loss,-80.01317884201272
2022-12-06 13:00:00,2022-12-06 16:55:00,long,loss,-79.21304705359259
2022-12-07 13:00:00,2022-12-09 11:35:00,long,win,156.84183316611333
2022-12-12 13:00:00,2022-12-12 17:50:00,long,loss,-79.9893349147178
2022-12-13 13:00:00,2022-12-13 13:40:00,short,loss,-79.18944156557062
2022-12-13 16:00:00,2022-12-14 03:35:00,short,loss,-78.39754714991491
2022-12-14 13:00:00,2022-12-14 19:40:00,short,win,155.22714335683153
2022-12-15 13:00:00,2022-12-15 23:35:00,short,loss,-79.16584311198407
2022-12-19 13:00:00,2022-12-20 15:05:00,short,loss,-78.37418468086423
2022-12-21 13:00:00,2022-12-22 08:45:00,short,loss,-77.5904428340556
2022-12-22 13:00:00,2022-12-22 13:45:00,long,loss,-76.81453840571504
2022-12-22 16:40:00,2022-12-23 09:00:00,short,loss,-76.04639302165789
2022-12-26 13:00:00,2022-12-27 15:05:00,short,loss,-75.2859290914413
2022-12-27 15:20:00,2022-12-27 15:40:00,short,loss,-74.53306980052689
2022-12-28 13:00:00,2022-12-29 15:05:00,short,loss,-73.78773910252163
2022-12-29 16:10:00,2022-12-31 00:00:00,short,loss,-73.0498617114964
2023-01-02 13:00:00,2023-01-03 02:55:00,short,loss,-72.31936309438144
2023-01-03 13:00:00,2023-01-04 02:15:00,short,loss,-71.59616946343763
2023-01-04 13:00:00,2023-01-05 14:00:00,short,win,141.7604155376065
2023-01-09 13:00:00,2023-01-12 13:50:00,long,win,144.59562384835863
2023-01-12 14:20:00,2023-01-13 04:35:00,short,loss,-73.7437681626629
2023-01-16 13:00:00,2023-01-17 02:30:00,long,loss,-73.00633048103627
2023-01-17 13:00:00,2023-01-19 19:40:00,long,win,144.55253435245183
2023-01-23 13:00:00,2023-01-30 09:45:00,long,loss,-73.72179251975042
2023-01-30 13:00:00,2023-01-31 09:05:00,short,win,145.96914918910585
2023-01-31 13:00:00,2023-01-31 15:10:00,long,win,148.88853217288798
2023-02-01 13:00:00,2023-02-01 23:15:00,long,win,151.86630281634572
2023-02-02 13:00:00,2023-02-02 14:55:00,long,loss,-77.45181443633632
2023-02-06 13:00:00,2023-02-09 20:50:00,short,win,153.3545925839459
2023-02-13 13:00:00,2023-02-13 13:30:00,short,loss,-78.21084221781241
2023-02-13 14:50:00,2023-02-13 21:45:00,long,loss,-77.42873379563429
2023-02-14 13:05:00,2023-02-14 14:30:00,long,loss,-76.65444645767795
2023-02-14 14:55:00,2023-02-14 16:30:00,long,loss,-75.88790199310117
2023-02-15 13:05:00,2023-02-16 16:00:00,short,loss,-75.12902297317017
2023-02-20 13:00:00,2023-02-24 14:50:00,short,win,148.75546548687691
2023-02-27 13:00:00,2023-03-03 07:15:00,long,win,151.73057479661446
2023-03-06 13:00:00,2023-03-07 15:00:00,short,win,154.76518629254676
2023-03-07 15:40:00,2023-03-08 18:55:00,short,win,157.86049001839768
2023-03-09 13:00:00,2023-03-10 14:30:00,long,win,161.01769981876564
2023-03-13 13:30:00,2023-03-14 12:40:00,long,loss,-82.11902690757049
2023-03-14 13:00:00,2023-03-14 13:30:00,long,loss,-81.29783663849477
2023-03-14 14:40:00,2023-03-15 10:55:00,short,loss,-80.48485827210982
2023-03-15 13:30:00,2023-03-15 17:00:00,short,loss,-79.68000968938873
2023-03-16 13:00:00,2023-03-16 15:20:00,long,loss,-78.88320959249484
2023-03-20 13:05:00,2023-03-21 14:10:00,short,win,156.18875499313978
2023-03-21 15:05:00,2023-03-22 18:45:00,short,loss,-79.65626504650129
2023-03-23 13:00:00,2023-03-23 15:15:00,short,loss,-78.85970239603628
2023-03-23 16:05:00,2023-03-23 18:05:00,short,loss,-78.07110537207592
2023-03-27 13:00:00,2023-04-04 14:00:00,long,win,154.5807886367103
2023-04-05 13:05:00,2023-04-05 16:40:00,long,loss,-78.83620220472226
2023-04-06 13:25:00,2023-04-13 08:05:00,short,loss,-78.04784018267503
2023-04-13 13:20:00,2023-04-14 12:45:00,long,loss,-77.26736178084829
2023-04-17 13:00:00,2023-04-19 12:00:00,short,win,152.9893763260796
2023-04-19 13:00:00,2023-04-21 17:40:00,long,loss,-78.0245819263006
2023-04-24 13:00:00,2023-04-24 19:05:00,short,loss,-77.2443361070376
2023-04-25 13:00:00,2023-05-03 15:25:00,long,win,152.94378549193445
2023-05-03 16:40:00,2023-05-03 20:55:00,short,loss,-78.00133060088656
2023-05-04 13:00:00,2023-05-04 21:15:00,short,loss,-77.2213172948777
2023-05-08 13:00:00,2023-05-10 12:30:00,long,win,152.89820824385782
2023-05-10 13:05:00,2023-05-10 15:10:00,long,loss,-77.9780862043675
2023-05-10 16:40:00,2023-05-11 11:25:00,short,loss,-77.19830534232382
2023-05-11 13:00:00,2023-05-11 13:45:00,long,loss,-76.42632228890058
2023-05-11 16:25:00,2023-05-16 16:45:00,short,win,151.32411813202316
2023-05-17 13:00:00,2023-05-20 17:25:00,short,loss,-77.17530024733182
2023-05-22 13:00:00,2023-05-24 12:20:00,short,loss,-76.4035472448585
2023-05-24 13:00:00,2023-05-25 12:35:00,short,win,151.27902354481984
2023-05-25 13:35:00,2023-05-26 08:05:00,short,loss,-77.15230200785811
2023-05-29 13:00:00,2023-05-30 06:00:00,long,loss,-76.38077898777954
2023-05-30 13:00:00,2023-06-02 21:00:00,long,loss,-75.61697119790175
2023-06-05 13:00:00,2023-06-05 20:30:00,long,loss,-74.86080148592272
2023-06-06 13:00:00,2023-06-06 13:45:00,short,loss,-74.11219347106349
2023-06-06 14:50:00,2023-06-06 20:20:00,long,loss,-73.37107153635286
2023-06-07 13:00:00,2023-06-07 16:50:00,short,win,145.27472164197866
2023-06-08 13:00:00,2023-06-09 02:20:00,long,loss,-74.09010803740911
2023-06-12 13:00:00,2023-06-12 21:45:00,short,loss,-73.34920695703502
2023-06-13 13:00:00,2023-06-13 15:40:00,long,loss,-72.61571488746468
2023-06-14 13:15:00,2023-06-14 20:25:00,long,loss,-71.88955773859003
2023-06-15 13:00:00,2023-06-15 14:15:00,short,loss,-71.17066216120413
2023-06-15 15:50:00,2023-06-19 18:50:00,long,loss,-70.4589555395921
2023-06-20 13:00:00,2023-06-22 19:55:00,short,win,139.50873196839234
2023-06-26 13:00:00,2023-06-28 19:35:00,short,win,142.2989066077602
2023-06-29 13:00:00,2023-06-30 00:40:00,short,loss,-72.57244236995768
2023-07-03 13:10:00,2023-07-11 10:10:00,long,win,143.69343589251622
2023-07-11 13:00:00,2023-07-12 12:35:00,short,loss,-73.28365230518328
2023-07-12 13:15:00,2023-07-12 21:40:00,long,win,145.1016315642629
2023-07-13 13:00:00,2023-07-15 16:00:00,short,win,148.00366419554817
2023-07-17 13:00:00,2023-07-18 14:40:00,short,loss,-75.48186873972956
2023-07-18 16:50:00,2023-07-26 09:20:00,short,loss,-74.72705005233227
2023-07-26 13:00:00,2023-07-27 04:45:00,short,loss,-73.97977955180896
2023-07-27 14:15:00,2023-07-28 15:50:00,short,loss,-73.23998175629086
2023-07-31 13:00:00,2023-08-01 11:55:00,long,loss,-72.50758193872795
2023-08-01 14:00:00,2023-08-02 15:30:00,long,loss,-71.78250611934068
2023-08-02 16:30:00,2023-08-09 15:55:00,long,loss,-71.06468105814727
2023-08-10 13:00:00,2023-08-10 15:35:00,long,loss,-70.35403424756579
2023-08-10 16:15:00,2023-08-11 19:00:00,long,loss,-69.65049390509013
2023-08-14 13:00:00,2023-08-15 12:30:00,long,loss,-68.95398896603923
2023-08-15 13:00:00,2023-08-16 00:40:00,long,loss,-68.26444907637884
2023-08-16 13:00:00,2023-08-17 21:40:00,short,win,135.16360917123012
2023-08-21 13:00:00,2023-08-23 15:15:00,long,win,137.8668813546547
2023-08-24 13:00:00,2023-08-29 15:30:00,short,loss,-70.31210949087391
2023-08-29 16:40:00,2023-08-30 13:55:00,short,loss,-69.60898839596517
2023-08-30 14:00:00,2023-09-05 10:05:00,long,loss,-68.91289851200551
