entry_time,exit_time,type,status,pnl
2023-12-05 08:00:00,2023-12-05 10:25:00,long,loss,-101.34672234636646
2023-12-05 12:30:00,2023-12-06 07:50:00,short,loss,-100.3332551229028
2023-12-06 08:40:00,2023-12-19 14:45:00,short,loss,-99.32992257167376
2023-12-19 17:10:00,2023-12-21 23:40:00,short,loss,-98.33662334595701
2023-12-26 08:00:00,2023-12-27 15:15:00,short,loss,-97.35325711249745
2023-12-27 18:30:00,2024-01-03 10:25:00,short,win,192.75944908274494
2024-01-03 15:05:00,2024-01-05 13:30:00,long,loss,-98.30731903219993
2024-01-10 08:00:00,2024-01-11 16:20:00,long,loss,-97.32424584187793
2024-01-11 18:55:00,2024-01-15 00:00:00,long,win,192.70200676691832
2024-01-16 08:00:00,2024-01-16 17:05:00,short,win,196.55604690225667
2024-01-16 18:35:00,2024-01-17 16:50:00,short,win,200.48716784030182
2024-01-17 17:55:00,2024-01-19 00:00:00,short,loss,-102.24845559855392
2024-01-23 08:00:00,2024-02-04 23:00:00,short,loss,-101.22597104256837
2024-02-07 08:00:00,2024-02-09 14:25:00,long,loss,-100.21371133214271
2024-02-13 08:00:00,2024-02-13 13:35:00,long,loss,-99.21157421882128
2024-02-13 16:35:00,2024-02-14 15:00:00,long,loss,-98.21945847663306
2024-02-14 16:00:00,2024-02-16 15:40:00,long,win,194.47452778373346
2024-02-20 08:00:00,2024-02-29 13:35:00,long,win,198.36401833940815
2024-02-29 16:10:00,2024-03-03 23:00:00,short,loss,-101.16564935309815
2024-03-05 08:00:00,2024-03-05 13:30:00,long,win,200.30798571913434
2024-03-05 13:50:00,2024-03-05 15:00:00,short,loss,-102.15707271675852
2024-03-05 15:00:00,2024-03-07 04:00:00,long,win,202.27100397918187
2024-03-07 08:00:00,2024-03-10 22:00:00,long,win,206.3164240587655
2024-03-12 08:00:00,2024-03-12 12:30:00,long,loss,-105.2213762699704
2024-03-12 12:50:00,2024-03-18 02:45:00,short,win,208.3383250145414
2024-03-19 08:00:00,2024-03-25 00:00:00,short,loss,-106.25254575741612
2024-03-26 08:00:00,2024-03-26 09:10:00,short,loss,-105.19002029984196
2024-03-26 12:20:00,2024-03-28 10:20:00,short,loss,-104.13812009684354
2024-03-28 11:40:00,2024-03-28 20:45:00,long,win,206.19347779175018
2024-04-02 08:00:00,2024-04-02 22:20:00,long,win,210.3173473475852
2024-04-03 08:20:00,2024-04-03 14:00:00,short,loss,-107.26184714726845
2024-04-04 08:00:00,2024-04-05 14:20:00,short,loss,-106.18922867579576
2024-04-09 08:00:00,2024-04-09 15:55:00,long,loss,-105.12733638903781
2024-04-09 16:30:00,2024-04-10 05:15:00,short,loss,-104.07606302514743
2024-04-10 08:00:00,2024-04-10 13:10:00,short,win,206.0706047897919
2024-04-10 14:55:00,2024-04-10 15:10:00,long,loss,-105.09600844279386
2024-04-10 15:30:00,2024-04-10 17:05:00,long,loss,-104.04504835836593
2024-04-10 17:35:00,2024-04-12 00:00:00,long,win,206.00919574956453
2024-04-24 08:00:00,2024-04-24 15:00:00,short,loss,-105.0646898322779
2024-04-24 15:35:00,2024-04-25 14:35:00,short,loss,-104.01404293395514
2024-04-25 15:25:00,2024-04-30 07:25:00,long,loss,-102.97390250461558
2024-04-30 09:25:00,2024-04-30 18:55:00,short,win,203.88832695913888
2024-05-01 08:00:00,2024-05-01 12:10:00,short,loss,-103.98304674916082
2024-05-01 14:40:00,2024-05-01 18:25:00,short,loss,-102.94321628166921
2024-05-02 08:00:00,2024-05-03 13:30:00,short,win,203.82756823770507
2024-05-07 08:00:00,2024-05-09 14:05:00,short,loss,-103.95205980122957
2024-05-09 15:50:00,2024-05-09 19:45:00,short,loss,-102.91253920321728
2024-05-14 08:00:00,2024-05-14 13:10:00,short,loss,-101.88341381118511
2024-05-14 13:30:00,2024-05-14 18:10:00,short,loss,-100.86457967307325
2024-05-15 08:00:00,2024-05-15 23:15:00,long,win,199.71186775268507
2024-05-21 08:00:00,2024-05-23 00:00:00,long,loss,-101.85305255386939
2024-05-23 08:00:00,2024-05-30 05:45:00,short,win,201.66904405666136
2024-05-30 08:00:00,2024-06-03 03:50:00,long,loss,-102.8512124688973
2024-07-03 08:15:00,2024-07-08 00:00:00,long,win,203.64540068841666
2024-07-09 08:00:00,2024-07-10 07:00:00,short,loss,-103.8591543510925
2024-07-10 08:10:00,2024-07-12 00:00:00,long,win,205.64112561516313
2024-07-16 08:00:00,2024-07-16 15:20:00,long,win,209.7539481274664
2024-07-16 16:50:00,2024-07-18 19:05:00,long,loss,-106.97451354500787
2024-07-31 08:00:00,2024-07-31 18:40:00,short,loss,-105.90476840955779
2024-08-06 08:00:00,2024-08-06 12:35:00,long,loss,-104.8457207254622
2024-08-06 14:00:00,2024-08-06 15:05:00,long,loss,-103.79726351820759
