entry_time,exit_time,status,pnl,score,type
2022-07-28 13:50:00,2022-08-03 01:10:00,win,1326.2655468815392,7,long
2022-08-03 08:00:00,2022-08-03 08:30:00,loss,-293.54677437644733,5,long
2022-08-03 09:10:00,2022-08-03 10:05:00,loss,-436.7976002721536,6,long
2022-08-03 11:00:00,2022-08-03 12:30:00,win,1078.8900726722193,6,long
2022-08-03 13:00:00,2022-08-03 13:15:00,loss,-444.5027099409544,6,long
2022-08-03 13:15:00,2022-08-03 13:40:00,loss,-548.9608467770787,7,long
2022-08-03 15:00:00,2022-08-03 17:50:00,loss,-288.38743150689197,5,short
2022-08-03 17:50:00,2022-08-03 18:40:00,loss,-286.08033205483684,5,long
2022-08-03 18:45:00,2022-08-03 19:40:00,win,709.4792234959954,5,long
2022-08-04 08:00:00,2022-08-04 09:00:00,win,723.6688079659154,5,long
2022-08-04 09:00:00,2022-08-04 10:45:00,win,1107.2132761878504,6,long
2022-08-04 10:45:00,2022-08-04 12:00:00,win,1140.429674473486,6,long
2022-08-04 12:20:00,2022-08-04 12:25:00,loss,-587.3212823538453,7,long
2022-08-04 12:25:00,2022-08-04 12:30:00,loss,-462.8091704948301,6,long
2022-08-04 12:45:00,2022-08-04 12:55:00,loss,-457.2554604488921,6,long
2022-08-04 13:45:00,2022-08-04 15:20:00,win,752.9473248725092,5,long
2022-08-04 15:20:00,2022-08-08 00:00:00,loss,-576.0047035274695,7,long
2022-08-09 08:05:00,2022-08-09 10:40:00,win,1418.4115824363937,7,long
2022-08-09 10:40:00,2022-08-09 10:50:00,loss,-588.6408067111033,7,long
2022-08-09 11:05:00,2022-08-09 11:55:00,loss,-463.8489556883494,6,long
2022-08-09 12:20:00,2022-08-09 13:05:00,win,763.8046137001487,5,long
2022-08-09 13:10:00,2022-08-09 14:35:00,loss,-584.3105294806138,7,long
2022-08-09 14:40:00,2022-08-09 14:55:00,loss,-306.95779815381576,5,long
2022-08-09 15:40:00,2022-08-10 00:30:00,loss,-304.5021357685852,5,long
2022-08-10 08:00:00,2022-08-10 08:15:00,loss,-453.09917802365476,6,long
2022-08-10 08:35:00,2022-08-10 11:00:00,loss,-298.4413252582473,5,long
2022-08-10 11:45:00,2022-08-10 12:25:00,loss,-444.0806919842719,6,long
2022-08-10 12:55:00,2022-08-10 13:30:00,loss,-548.4396546005759,7,long
2022-08-10 13:50:00,2022-08-10 18:20:00,loss,-288.11363188350253,5,long
2022-08-16 08:30:00,2022-08-16 08:40:00,loss,-285.8087228284345,5,short
2022-08-16 10:30:00,2022-08-16 10:50:00,loss,-283.522253045807,5,short
2022-08-16 12:20:00,2022-08-16 12:25:00,loss,-281.2540750214406,5,short
2022-08-16 12:30:00,2022-08-16 13:15:00,loss,-418.5060636319036,6,short
2022-08-16 14:00:00,2022-08-16 14:20:00,loss,-275.65599391221383,5,short
2022-08-16 15:00:00,2022-08-16 15:20:00,loss,-273.4507459609161,5,long
2022-08-16 15:30:00,2022-08-16 18:15:00,loss,-271.2631399932288,5,short
2022-08-16 18:45:00,2022-08-16 18:55:00,loss,-269.09303487328293,5,short
2022-08-17 08:00:00,2022-08-17 08:20:00,loss,-266.9402905942967,5,short
2022-08-17 08:20:00,2022-08-17 08:30:00,loss,-264.8047682695423,5,short
2022-08-17 09:35:00,2022-08-17 11:15:00,win,656.7158253084649,5,short
2022-08-17 11:20:00,2022-08-17 12:05:00,loss,-401.91008508878053,6,short
2022-08-17 12:10:00,2022-08-17 12:30:00,loss,-397.0871640677152,6,short
2022-08-17 12:30:00,2022-08-17 12:35:00,loss,-490.4026476236283,7,short
2022-08-17 13:00:00,2022-08-17 13:25:00,loss,-257.62485755161276,5,short
2022-08-17 13:30:00,2022-08-17 16:05:00,win,638.9096467279996,5,short
2022-08-17 16:05:00,2022-08-17 17:25:00,loss,-391.0127037975358,6,short
2022-08-17 17:40:00,2022-08-17 18:00:00,loss,-257.5470342346436,5,short
2022-08-18 09:00:00,2022-08-18 10:05:00,win,638.7166449019161,5,long
2022-08-18 10:10:00,2022-08-18 10:40:00,loss,-260.5963911199817,5,long
2022-08-18 11:30:00,2022-08-18 12:05:00,loss,-258.51161999102186,5,long
2022-08-18 12:10:00,2022-08-18 12:25:00,loss,-256.4435270310937,5,short
2022-08-18 12:30:00,2022-08-18 13:05:00,win,635.9799470371124,5,short
2022-08-18 13:15:00,2022-08-18 13:30:00,loss,-486.5246594833909,7,short
2022-08-18 13:45:00,2022-08-18 15:45:00,win,958.45357918228,6,short
2022-08-18 15:50:00,2022-08-19 01:40:00,win,1234.008983197186,7,short
2022-08-31 08:00:00,2022-08-31 08:20:00,win,1024.2274560536641,6,short
2022-08-31 08:35:00,2022-08-31 10:00:00,win,1054.9542797352738,6,short
2022-08-31 10:05:00,2022-08-31 11:25:00,loss,-289.76077550062195,5,short
2022-08-31 12:00:00,2022-08-31 12:15:00,loss,-287.44268929661695,5,short
2022-08-31 12:15:00,2022-08-31 13:45:00,loss,-427.714721673366,6,short
2022-08-31 15:55:00,2022-08-31 18:25:00,win,704.3035750221428,5,short
2022-08-31 18:25:00,2022-08-31 22:20:00,win,1077.5844697838786,6,short
2022-09-06 08:00:00,2022-09-06 12:50:00,win,739.9413359182632,5,short
2022-09-06 13:15:00,2022-09-06 13:45:00,loss,-566.0551219774715,7,short
2022-09-06 13:45:00,2022-09-06 14:00:00,win,1115.1285902956188,6,short
2022-09-06 14:05:00,2022-09-06 14:25:00,loss,-574.2912240022436,7,short
2022-09-06 14:30:00,2022-09-07 00:20:00,win,1131.35371128442,6,short
2022-09-07 08:15:00,2022-09-07 11:35:00,loss,-466.117729049181,6,long
2022-09-07 11:35:00,2022-09-07 11:40:00,loss,-460.5243163005908,6,short
2022-09-07 11:40:00,2022-09-07 13:00:00,win,1137.495061262459,6,short
2022-09-07 13:00:00,2022-09-07 13:35:00,loss,-312.43197682675543,5,short
2022-09-07 14:15:00,2022-09-07 14:30:00,win,774.8313025303536,5,long
2022-09-07 16:45:00,2022-09-07 17:40:00,win,790.3279285809606,5,long
2022-09-07 17:50:00,2022-09-07 18:05:00,loss,-483.68069229154787,6,long
2022-09-08 09:00:00,2022-09-08 10:50:00,win,796.4608733067489,5,long
2022-09-08 10:50:00,2022-09-08 11:20:00,loss,-487.43405446373026,6,long
2022-09-08 11:25:00,2022-09-08 12:15:00,loss,-321.0565638734437,5,long
2022-09-08 13:35:00,2022-09-08 14:25:00,win,1194.3304176092106,6,short
2022-09-08 14:45:00,2022-09-08 17:35:00,loss,-492.0641320549948,6,short
2022-09-08 18:40:00,2022-09-08 23:05:00,loss,-324.10624164689,5,short
2022-09-13 08:00:00,2022-09-13 08:25:00,loss,-321.5133917137148,5,long
2022-09-13 08:45:00,2022-09-13 11:10:00,win,797.3532114500129,5,long
2022-09-13 11:10:00,2022-09-13 12:30:00,loss,-487.98016540740775,6,long
2022-09-13 13:45:00,2022-09-15 00:10:00,win,803.5406723708649,5,short
2022-09-15 08:15:00,2022-09-15 09:30:00,loss,-327.8445943273129,5,short
2022-09-15 10:30:00,2022-09-15 12:20:00,win,1219.581890897604,6,short
2022-09-15 12:20:00,2022-09-15 12:30:00,loss,-628.0846738122659,7,short
2022-09-15 12:30:00,2022-09-15 12:40:00,loss,-618.663403705082,7,short
2022-09-15 13:00:00,2022-09-15 13:55:00,loss,-325.00450807973647,5,short
2022-09-15 14:25:00,2022-09-15 14:50:00,win,1209.0167700566194,6,short
2022-09-15 16:30:00,2022-09-16 07:50:00,win,830.1915154388787,5,short
2022-09-22 11:35:00,2022-09-22 12:35:00,win,846.7953457476563,5,long
2022-09-22 13:30:00,2022-09-22 13:40:00,loss,-345.49250106504377,5,long
2022-09-22 16:50:00,2022-09-22 17:40:00,loss,-342.7285610565234,5,long
2022-09-22 18:00:00,2022-09-22 19:10:00,loss,-339.98673256807126,5,short
2022-09-27 08:00:00,2022-09-27 11:05:00,loss,-337.2668387075267,5,short
2022-09-27 11:55:00,2022-09-27 12:20:00,loss,-334.56870399786646,5,short
2022-09-27 12:45:00,2022-09-27 16:05:00,win,1244.5955788720635,6,short
2022-09-27 16:15:00,2022-09-29 00:00:00,loss,-640.9667231191125,7,short
2022-09-29 08:00:00,2022-09-29 08:20:00,loss,-336.72118521190714,5,long
2022-09-29 09:05:00,2022-09-29 11:30:00,win,835.0685393255297,5,long
2022-09-29 11:30:00,2022-09-29 12:35:00,loss,-511.06194606722414,6,long
2022-09-29 13:00:00,2022-09-29 14:15:00,loss,-336.61946847627837,5,long
2022-09-29 15:00:00,2022-09-29 16:15:00,win,834.8162818211702,5,long
2022-09-29 16:25:00,2022-09-29 18:15:00,loss,-340.60504298303744,5,long
2022-10-04 08:00:00,2022-10-04 09:10:00,loss,-337.88020263917315,5,long
2022-10-04 09:20:00,2022-10-04 11:00:00,loss,-335.1771610180598,5,long
2022-10-04 11:55:00,2022-10-04 12:50:00,win,1246.8590389871822,6,long
2022-10-04 13:05:00,2022-10-04 13:20:00,loss,-642.1324050783988,7,long
2022-10-04 13:20:00,2022-10-04 13:40:00,loss,-506.0003352017783,6,long
2022-10-04 13:45:00,2022-10-04 14:35:00,win,1249.8208279483922,6,long
2022-10-04 15:45:00,2022-10-05 01:40:00,loss,-643.6577263934221,7,long
2022-10-05 09:00:00,2022-10-05 09:45:00,win,845.3371473300276,5,short
2022-10-05 10:25:00,2022-10-05 10:50:00,loss,-344.8975561106513,5,short
2022-10-05 11:45:00,2022-10-05 12:20:00,loss,-342.13837566176613,5,short
2022-10-05 12:20:00,2022-10-05 13:40:00,loss,-339.40126865647204,5,long
2022-10-05 13:45:00,2022-10-05 17:25:00,loss,-505.02908776083024,6,short
2022-10-05 17:25:00,2022-10-05 19:00:00,win,831.614564512834,5,long
2022-10-06 08:00:00,2022-10-06 08:10:00,loss,-339.29874232123626,5,long
2022-10-06 08:10:00,2022-10-06 08:30:00,win,841.4608809566658,5,short
2022-10-06 08:50:00,2022-10-06 12:30:00,loss,-343.3160394303197,5,short
2022-10-06 13:00:00,2022-10-06 13:30:00,loss,-340.5695111148771,5,short
2022-10-06 13:30:00,2022-10-06 13:40:00,loss,-337.84495502595814,5,short
2022-10-06 13:45:00,2022-10-06 19:30:00,loss,-335.14219538575037,5,short
2022-10-11 08:40:00,2022-10-11 11:10:00,loss,-332.4610578226644,5,short
2022-10-11 13:30:00,2022-10-11 13:40:00,loss,-494.70205404012455,6,short
2022-10-11 13:50:00,2022-10-11 15:00:00,loss,-488.7656293916431,6,short
2022-10-11 15:00:00,2022-10-11 15:35:00,win,804.8340697315723,5,long
2022-10-11 17:10:00,2022-10-11 17:40:00,loss,-328.3723004504815,5,long
2022-10-11 18:00:00,2022-10-11 18:50:00,win,814.3633051171942,5,short
2022-10-12 08:20:00,2022-10-12 09:00:00,loss,-332.2602284878152,5,long
2022-10-12 09:25:00,2022-10-12 09:35:00,loss,-329.6021466599127,5,long
2022-10-12 10:55:00,2022-10-12 11:35:00,loss,-326.9653294866334,5,short
2022-10-12 11:50:00,2022-10-12 12:20:00,loss,-324.34960685074026,5,short
2022-10-12 12:30:00,2022-10-12 12:40:00,loss,-321.75480999593435,5,short
2022-10-12 13:00:00,2022-10-12 13:10:00,loss,-319.1807715159669,5,long
2022-10-12 13:35:00,2022-10-17 00:00:00,loss,-316.6273253438392,5,long
2022-10-18 08:40:00,2022-10-18 12:10:00,loss,-314.0943067410885,5,short
2022-10-18 12:10:00,2022-10-18 13:50:00,loss,-311.5815522871597,5,long
2022-10-18 13:50:00,2022-10-18 14:00:00,loss,-309.0888998688625,5,short
2022-10-18 14:00:00,2022-10-18 15:20:00,win,766.5404716747789,5,short
2022-10-18 15:40:00,2022-10-18 15:50:00,loss,-312.74851244330983,5,short
2022-10-18 15:50:00,2022-10-18 23:00:00,loss,-465.36978651564505,6,short
2022-10-20 08:30:00,2022-10-20 09:05:00,loss,-459.7853490774573,6,short
2022-10-20 11:40:00,2022-10-20 12:20:00,loss,-302.8452832590186,5,short
2022-10-20 12:30:00,2022-10-20 14:10:00,loss,-450.63378148941956,6,short
2022-10-20 14:40:00,2022-10-20 16:25:00,loss,-296.81745074103105,5,long
2022-10-20 16:25:00,2022-10-20 17:30:00,win,736.107277837757,5,short
2022-10-20 17:55:00,2022-10-20 19:20:00,win,1126.244135091768,6,short
2022-10-26 08:10:00,2022-10-26 10:20:00,loss,-464.0125836578084,6,long
2022-10-26 11:05:00,2022-10-26 11:50:00,loss,-305.6296217692765,5,long
2022-10-26 12:30:00,2022-10-26 12:55:00,win,757.9614619878057,5,short
2022-10-26 13:00:00,2022-10-26 13:35:00,loss,-309.24827649102474,5,short
2022-10-26 14:00:00,2022-10-26 20:30:00,loss,-306.77429027909653,5,long
2022-10-27 08:00:00,2022-10-27 09:20:00,loss,-456.4801439352956,6,long
2022-10-27 10:25:00,2022-10-27 11:20:00,loss,-300.66825480538137,5,short
2022-10-27 12:05:00,2022-10-27 12:20:00,win,745.6572719173458,5,short
2022-10-27 12:25:00,2022-10-27 13:15:00,loss,-304.22816694227714,5,short
2022-10-27 14:50:00,2022-10-27 16:25:00,loss,-301.79434160673895,5,long
2022-10-27 17:00:00,2022-10-27 17:15:00,loss,-299.37998687388506,5,short
2022-10-27 18:10:00,2022-10-27 19:30:00,loss,-445.47742046834094,6,short
2022-11-01 08:00:00,2022-11-01 10:25:00,win,733.5528190378681,5,long
2022-11-01 10:30:00,2022-11-01 10:40:00,loss,-299.28955016745016,5,long
2022-11-01 10:40:00,2022-11-01 11:30:00,win,1113.3571266229146,6,long
2022-11-01 11:30:00,2022-11-01 11:40:00,loss,-305.8020907790939,5,long
2022-11-01 11:40:00,2022-11-01 11:55:00,loss,-455.03351107929166,6,long
2022-11-01 12:05:00,2022-11-01 13:45:00,loss,-299.71540596422676,5,long
2022-11-01 14:30:00,2022-11-02 02:50:00,loss,-297.31768271651293,5,short
2022-11-02 08:00:00,2022-11-02 10:35:00,win,1106.021779705428,6,long
2022-11-02 10:35:00,2022-11-02 12:15:00,loss,-455.68097323863634,6,long
2022-11-02 12:15:00,2022-11-02 12:40:00,loss,-450.2128015597727,6,long
2022-11-02 12:50:00,2022-11-02 13:35:00,loss,-296.540165294037,5,long
2022-11-02 14:15:00,2022-11-02 15:35:00,win,735.4196099292118,5,short
2022-11-02 15:35:00,2022-11-02 16:50:00,loss,-300.0512008511184,5,short
2022-11-02 17:35:00,2022-11-02 18:00:00,loss,-297.6507912443094,5,long
2022-11-02 18:40:00,2022-11-02 18:50:00,loss,-295.26958491435494,5,long
2022-11-16 08:05:00,2022-11-16 09:55:00,win,1373.0035698517504,7,long
2022-11-16 09:55:00,2022-11-16 11:35:00,loss,-303.8914567938541,5,long
2022-11-16 11:45:00,2022-11-16 12:30:00,loss,-301.46032513950325,5,long
2022-11-16 12:30:00,2022-11-16 12:40:00,loss,-299.0486425383872,5,long
2022-11-16 15:30:00,2022-11-16 17:00:00,loss,-296.65625339808014,5,long
2022-11-16 17:30:00,2022-11-16 18:00:00,loss,-294.28300337089547,5,long
2022-11-16 18:00:00,2022-11-16 20:25:00,loss,-291.9287393439283,5,short
2022-11-17 08:00:00,2022-11-17 09:30:00,loss,-289.5933094291769,5,long
2022-11-17 09:35:00,2022-11-17 12:25:00,loss,-287.27656295374345,5,short
2022-11-17 12:40:00,2022-11-17 13:05:00,win,1068.6688141879254,6,short
2022-11-17 13:10:00,2022-11-17 13:20:00,loss,-440.29155144542534,6,short
2022-11-17 13:30:00,2022-11-20 23:00:00,win,1087.5201320702004,6,short
2022-11-22 08:00:00,2022-11-22 09:30:00,win,1120.1457360323066,6,long
2022-11-22 09:30:00,2022-11-22 13:20:00,loss,-576.8750540566379,7,long
2022-11-22 13:30:00,2022-11-22 13:50:00,loss,-303.0516950644204,5,short
2022-11-22 13:55:00,2022-11-22 14:35:00,loss,-300.627281503905,5,short
2022-11-22 14:55:00,2022-11-22 19:40:00,win,745.5556581296845,5,short
2022-11-23 08:00:00,2022-11-23 08:30:00,loss,-304.18670851691127,5,long
2022-11-23 09:35:00,2022-11-23 09:55:00,loss,-301.753214848776,5,short
2022-11-23 10:30:00,2022-11-23 11:25:00,loss,-299.33918912998575,5,short
2022-11-23 12:40:00,2022-11-23 13:30:00,loss,-296.9444756169459,5,short
2022-11-23 13:40:00,2022-11-23 13:50:00,loss,-294.56891981201034,5,short
2022-11-23 14:00:00,2022-11-23 14:50:00,win,730.5309211337857,5,long
2022-11-23 15:00:00,2022-11-23 19:00:00,win,1117.712309334692,6,long
2022-11-24 08:35:00,2022-11-24 10:30:00,loss,-460.4974714458931,6,long
2022-11-24 11:20:00,2022-11-24 11:30:00,loss,-454.9715017885423,6,long
2022-11-24 11:30:00,2022-11-24 13:20:00,loss,-449.5118437670798,6,long
2022-11-24 13:55:00,2022-11-24 14:35:00,loss,-296.0784677612499,5,long
2022-11-24 15:30:00,2022-11-24 15:55:00,loss,-293.70984001915997,5,long
2022-11-24 15:55:00,2022-11-24 17:25:00,loss,-437.04024194851,6,long
2022-11-29 08:00:00,2022-11-29 08:10:00,loss,-431.79575904512785,6,long
2022-11-29 08:10:00,2022-11-29 08:45:00,win,1066.5355248414658,6,long
2022-11-29 08:50:00,2022-11-29 09:10:00,loss,-292.9417574897893,5,long
2022-11-29 10:35:00,2022-11-29 11:20:00,loss,-290.598223429871,5,long
2022-11-29 11:50:00,2022-11-29 12:15:00,loss,-288.273437642432,5,long
2022-11-29 13:00:00,2022-11-29 13:10:00,loss,-285.96725014129254,5,long
2022-11-29 13:20:00,2022-11-29 14:15:00,win,709.1987803504054,5,short
2022-11-29 14:20:00,2022-11-29 14:40:00,loss,-289.35310238296546,5,short
2022-11-29 14:40:00,2022-11-29 14:50:00,loss,-287.0382775639018,5,short
2022-11-29 15:05:00,2022-11-29 16:15:00,loss,-284.74197134339056,5,long
2022-11-29 17:30:00,2022-11-30 01:40:00,loss,-282.4640355726434,5,short
2022-11-30 08:00:00,2022-11-30 09:00:00,win,1050.7662123302334,6,long
2022-11-30 09:00:00,2022-11-30 10:50:00,loss,-288.61045298670416,5,long
2022-11-30 11:25:00,2022-11-30 13:30:00,loss,-286.30156936281054,5,long
2022-11-30 14:15:00,2022-11-30 14:50:00,loss,-284.01115680790804,5,long
2022-11-30 15:40:00,2022-11-30 18:30:00,loss,-281.7390675534448,5,short
2022-12-01 08:40:00,2022-12-01 09:10:00,loss,-279.4851550130172,5,long
2022-12-01 09:55:00,2022-12-01 12:10:00,win,693.1231844322826,5,long
2022-12-01 12:10:00,2022-12-01 13:05:00,win,1325.5980902267404,7,long
2022-12-01 13:05:00,2022-12-01 13:40:00,win,1100.2464148881945,6,long
2022-12-01 13:45:00,2022-12-01 14:05:00,win,1133.2538073348403,6,long
2022-12-01 15:10:00,2022-12-01 15:25:00,loss,-583.6257107774427,7,long
2022-12-01 15:30:00,2022-12-06 00:00:00,loss,-306.59804006174994,5,long
2022-12-06 08:30:00,2022-12-06 08:40:00,loss,-304.145255741256,5,short
2022-12-06 10:30:00,2022-12-06 11:50:00,win,754.2802342383147,5,long
2022-12-06 11:50:00,2022-12-06 14:25:00,loss,-307.74633556923243,5,long
2022-12-06 14:30:00,2022-12-06 14:35:00,loss,-305.28436488467855,5,short
2022-12-06 14:40:00,2022-12-06 15:05:00,win,757.105224914003,5,short
2022-12-06 15:15:00,2022-12-06 16:25:00,loss,-308.8989317649132,5,short
2022-12-06 16:55:00,2022-12-06 18:55:00,win,766.0693507769848,5,short
2022-12-06 18:55:00,2022-12-06 19:00:00,loss,-312.55629511700977,5,short
2022-12-07 08:45:00,2022-12-07 09:35:00,loss,-310.0558447560737,5,long
2022-12-07 10:15:00,2022-12-07 10:25:00,loss,-307.57539799802515,5,long
2022-12-07 12:35:00,2022-12-07 13:30:00,win,762.7869870351024,5,long
2022-12-07 13:30:00,2022-12-07 14:35:00,win,778.0427267758045,5,long
2022-12-07 14:55:00,2022-12-07 15:35:00,loss,-476.16214878679233,6,long
2022-12-07 16:50:00,2022-12-07 18:40:00,win,784.0803383355848,5,long
2022-12-07 18:50:00,2022-12-07 21:15:00,loss,-319.9047780409186,5,long
2022-12-15 08:00:00,2022-12-15 08:10:00,win,793.3638495414782,5,short
2022-12-15 09:15:00,2022-12-15 13:40:00,loss,-323.6924506129231,5,short
2022-12-15 13:45:00,2022-12-15 14:10:00,loss,-321.1029110080197,5,short
2022-12-15 15:25:00,2022-12-16 02:30:00,loss,-318.53408771995555,5,short
2022-12-20 08:00:00,2022-12-20 08:45:00,win,1184.9468063182344,6,long
2022-12-20 09:15:00,2022-12-20 11:40:00,win,1525.619013134727,7,long
2022-12-20 11:40:00,2022-12-20 12:05:00,loss,-337.6703415738196,5,long
2022-12-20 12:10:00,2022-12-20 12:20:00,loss,-334.96897884122905,5,long
2022-12-20 13:35:00,2022-12-20 14:45:00,win,1246.084601289372,6,long
2022-12-20 15:40:00,2022-12-22 13:35:00,loss,-513.3868557312212,6,long
2022-12-22 13:40:00,2022-12-22 14:15:00,win,1268.0655336561163,6,short
2022-12-22 16:35:00,2022-12-22 18:00:00,win,870.7383331105334,5,short
2023-01-03 09:25:00,2023-01-03 09:35:00,loss,-355.2612399090976,5,long
2023-01-03 09:40:00,2023-01-03 10:20:00,loss,-528.6287249847372,6,long
2023-01-03 12:15:00,2023-01-03 13:20:00,win,870.4753004748673,5,long
2023-01-03 13:20:00,2023-01-03 14:30:00,win,1331.827209726547,6,long
2023-01-03 14:55:00,2023-01-03 15:05:00,loss,-685.8910130091716,7,long
2023-01-03 15:05:00,2023-01-03 15:10:00,loss,-675.6026478140342,7,long
2023-01-03 16:55:00,2023-01-05 00:00:00,win,887.2914774624315,5,long
2023-01-05 09:15:00,2023-01-05 12:00:00,loss,-362.01492280467204,5,long
2023-01-05 12:15:00,2023-01-05 12:45:00,loss,-359.1188034222347,5,long
2023-01-05 13:05:00,2023-01-05 13:35:00,win,890.6146324871419,5,short
2023-01-05 13:40:00,2023-01-05 13:50:00,win,908.4269251368848,5,short
2023-01-05 14:30:00,2023-01-05 15:15:00,win,1389.8931954594336,6,short
2023-01-05 16:00:00,2023-01-05 17:20:00,loss,-381.7573310195245,5,short
2023-01-05 18:50:00,2023-01-05 19:10:00,loss,-378.7032723713683,5,long
2023-01-10 08:05:00,2023-01-10 09:30:00,win,939.1841154809935,5,long
2023-01-10 09:30:00,2023-01-10 10:10:00,loss,-574.780678674368,6,long
2023-01-10 10:25:00,2023-01-10 10:40:00,loss,-378.5888736868503,5,long
2023-01-10 11:25:00,2023-01-10 11:40:00,loss,-563.3402440460334,6,long
2023-01-10 11:40:00,2023-01-10 12:10:00,loss,-695.7252013968512,7,long
2023-01-10 12:30:00,2023-01-10 14:00:00,loss,-365.4876391338125,5,short
2023-01-10 14:05:00,2023-01-10 16:40:00,loss,-543.845607031113,6,long
2023-01-10 17:35:00,2023-01-10 18:10:00,loss,-358.21297316449306,5,long
2023-01-11 08:05:00,2023-01-11 12:10:00,loss,-533.0209040687656,6,long
2023-01-11 12:45:00,2023-01-11 13:45:00,loss,-351.08310214662697,5,short
2023-01-11 13:55:00,2023-01-11 14:50:00,win,870.6860933236349,5,short
2023-01-11 14:50:00,2023-01-11 17:20:00,loss,-532.8598891140646,6,short
2023-01-11 18:15:00,2023-01-12 02:25:00,win,877.4426174078263,5,long
2023-01-12 09:05:00,2023-01-12 11:35:00,win,894.991469755983,5,long
2023-01-12 11:35:00,2023-01-12 12:00:00,loss,-365.15651966044095,5,long
2023-01-12 12:00:00,2023-01-12 12:20:00,win,905.5881687578936,5,long
2023-01-12 12:20:00,2023-01-12 13:30:00,loss,-369.4799728532206,5,long
2023-01-12 13:40:00,2023-01-12 14:40:00,loss,-549.7861996055922,6,long
2023-01-12 16:00:00,2023-01-13 08:05:00,win,905.3146086838751,5,long
2023-01-18 08:30:00,2023-01-18 13:00:00,win,1385.131351286329,6,long
2023-01-18 13:00:00,2023-01-18 13:30:00,win,1426.6852918249187,6,long
2023-01-18 13:30:00,2023-01-18 13:40:00,loss,-587.7943402318665,6,long
2023-01-18 13:40:00,2023-01-18 15:00:00,loss,-580.7408081490842,6,long
2023-01-18 16:55:00,2023-01-19 07:50:00,loss,-382.51461230086346,5,short
2023-01-19 08:00:00,2023-01-19 09:20:00,loss,-569.1817431036848,6,long
2023-01-19 13:25:00,2023-01-19 13:30:00,loss,-374.90104145762706,5,long
2023-01-19 13:30:00,2023-01-19 14:20:00,win,1394.6318742223727,6,long
2023-01-19 14:30:00,2023-01-19 18:35:00,win,1436.4708304490441,6,long
2023-01-19 18:35:00,2023-01-19 19:25:00,win,1479.564955362515,6,long
2023-01-25 08:05:00,2023-01-25 09:55:00,loss,-406.38717440623753,5,long
2023-01-25 11:55:00,2023-01-25 12:00:00,loss,-403.13607701098766,5,long
2023-01-25 12:35:00,2023-01-25 13:15:00,loss,-599.8664825923495,6,long
2023-01-25 13:40:00,2023-01-25 14:15:00,loss,-592.6680848012413,6,short
2023-01-25 14:15:00,2023-01-25 14:45:00,win,975.9267796393774,5,long
2023-01-25 14:50:00,2023-01-25 15:05:00,win,1866.4599660603094,7,long
2023-01-25 15:10:00,2023-01-25 15:25:00,loss,-774.5808859150285,7,long
2023-01-25 15:25:00,2023-01-25 17:35:00,win,1525.924345252606,6,long
2023-01-25 17:35:00,2023-01-25 20:00:00,win,1571.702075610184,6,long
2023-01-26 08:20:00,2023-01-26 09:15:00,loss,-647.541255151396,6,long
2023-01-26 09:50:00,2023-01-26 13:50:00,loss,-639.7707600895791,6,short
2023-01-26 14:15:00,2023-01-26 14:25:00,loss,-421.3956739790028,5,long
2023-01-26 14:30:00,2023-01-26 15:35:00,win,1045.0612714679273,5,short
2023-01-26 16:05:00,2023-01-26 18:30:00,loss,-426.3849987589143,5,short
2023-01-31 08:05:00,2023-01-31 08:30:00,win,1057.4347969221076,5,short
2023-01-31 08:45:00,2023-01-31 12:05:00,win,1617.8752392908243,6,short
2023-01-31 12:05:00,2023-01-31 12:30:00,loss,-666.5645985878195,6,short
2023-01-31 13:10:00,2023-01-31 13:30:00,win,1646.414558511914,6,long
2023-01-31 15:05:00,2023-02-03 00:00:00,loss,-678.3227981069086,6,long
2023-02-07 08:00:00,2023-02-07 08:05:00,loss,-446.78861635308385,5,long
2023-02-07 08:10:00,2023-02-07 08:25:00,loss,-443.21430742225914,5,short
2023-02-07 08:30:00,2023-02-07 08:50:00,loss,-439.66859296288106,5,long
2023-02-07 09:00:00,2023-02-07 09:10:00,loss,-436.15124421917807,5,short
2023-02-07 09:20:00,2023-02-07 09:30:00,loss,-432.6620342654246,5,long
2023-02-07 09:30:00,2023-02-07 10:35:00,loss,-429.20073799130114,5,long
2023-02-07 10:35:00,2023-02-07 11:35:00,win,1596.62674532764,6,short
2023-02-07 11:40:00,2023-02-07 12:05:00,loss,-657.8102190749877,6,short
2023-02-07 12:10:00,2023-02-07 12:30:00,loss,-433.277664297392,5,short
2023-02-07 12:45:00,2023-02-07 15:35:00,loss,-429.8114429830128,5,short
2023-02-07 15:35:00,2023-02-07 17:30:00,loss,-426.3729514391487,5,long
2023-02-07 17:40:00,2023-02-07 18:10:00,loss,-422.9619678276356,5,long
2023-02-07 18:10:00,2023-02-08 07:25:00,loss,-419.57827208501453,5,short
2023-02-08 08:00:00,2023-02-08 08:05:00,loss,-624.3324688625015,6,long
2023-02-08 08:05:00,2023-02-08 13:10:00,loss,-616.8404792361516,6,long
2023-02-08 13:10:00,2023-02-08 14:10:00,loss,-609.4383934853178,6,short
2023-02-08 14:30:00,2023-02-08 14:50:00,win,1003.5418879391567,5,short
2023-02-08 14:55:00,2023-02-08 16:15:00,loss,-767.7095442734549,7,short
2023-02-08 18:00:00,2023-02-08 20:00:00,loss,-403.30341392498826,5,long
