entry_time,exit_time,status,pnl,score,type
2023-09-14 18:55:00,2023-09-14 19:20:00,loss,-558.8709128401562,5,short
2023-09-19 08:00:00,2023-09-19 08:55:00,loss,-831.5999183061523,6,long
2023-09-19 08:55:00,2023-09-19 10:25:00,win,1369.3678654774644,5,long
2023-09-19 10:25:00,2023-09-19 11:15:00,loss,-838.0531336722082,6,long
2023-09-19 11:15:00,2023-09-19 11:50:00,loss,-551.9976640454278,5,long
2023-09-19 12:00:00,2023-09-19 12:30:00,loss,-821.3725240995966,6,long
2023-09-19 12:30:00,2023-09-19 12:40:00,loss,-1014.3950672630017,7,long
2023-09-19 12:55:00,2023-09-19 13:05:00,loss,-532.8955420021637,5,long
2023-09-19 13:45:00,2023-09-19 14:00:00,loss,-528.6323776661462,5,long
2023-09-19 14:40:00,2023-09-19 15:15:00,loss,-524.4033186448171,5,long
2023-09-19 16:55:00,2023-09-19 17:25:00,loss,-520.2080920956587,5,short
2023-09-19 18:00:00,2023-09-19 19:10:00,loss,-516.0464273588933,5,short
2023-09-20 08:05:00,2023-09-20 08:20:00,loss,-511.91805594002216,5,short
2023-09-20 09:10:00,2023-09-20 10:15:00,win,1269.556778731255,5,long
2023-09-20 10:15:00,2023-09-20 10:30:00,loss,-517.979165722352,5,long
2023-09-20 10:30:00,2023-09-20 12:15:00,win,1926.8824964871496,6,long
2023-09-20 12:15:00,2023-09-20 12:25:00,loss,-793.8755885527056,6,long
2023-09-20 12:40:00,2023-09-20 12:50:00,loss,-522.8993876600488,5,long
2023-09-20 13:15:00,2023-09-20 13:30:00,win,1296.790481396921,5,long
2023-09-20 13:30:00,2023-09-20 13:40:00,win,1322.7262910248592,5,long
2023-09-20 14:30:00,2023-09-20 18:00:00,loss,-539.6723267381426,5,long
2023-09-21 08:00:00,2023-09-21 08:50:00,win,1338.3873703105937,5,short
2023-09-21 08:50:00,2023-09-21 09:45:00,loss,-546.0620470867221,5,short
2023-09-21 10:00:00,2023-09-21 10:20:00,loss,-541.6935507100283,5,short
2023-09-21 11:00:00,2023-09-21 11:25:00,win,1343.4000057608703,5,short
2023-09-21 11:25:00,2023-09-21 12:05:00,win,1370.2680058760873,5,short
2023-09-21 12:05:00,2023-09-21 12:40:00,win,1397.6733659936094,5,short
2023-09-21 12:40:00,2023-09-21 13:00:00,loss,-570.2507333253926,5,short
2023-09-21 13:00:00,2023-09-21 14:05:00,loss,-565.6887274587895,5,short
2023-09-21 15:20:00,2023-09-21 17:50:00,loss,-561.1632176391191,5,short
2023-09-21 18:15:00,2023-09-21 18:35:00,loss,-835.0108678470093,6,short
2023-09-21 18:55:00,2023-09-21 19:15:00,loss,-824.9907374328452,6,short
2023-09-26 08:45:00,2023-09-26 12:25:00,win,1358.4847476394184,5,short
2023-09-26 12:25:00,2023-09-26 12:35:00,win,2598.1020798603877,7,short
2023-09-26 12:40:00,2023-09-26 12:55:00,loss,-1078.212363142061,7,short
2023-09-26 12:55:00,2023-09-26 13:35:00,win,2655.097944237325,7,short
2023-09-26 13:35:00,2023-09-26 13:45:00,loss,-881.4925174867919,6,short
2023-09-26 13:45:00,2023-09-26 14:00:00,loss,-1088.6432590961879,7,short
2023-09-26 14:00:00,2023-09-26 15:05:00,win,2144.6272204194897,6,short
2023-09-26 15:10:00,2023-10-02 00:00:00,win,2208.9660370320744,6,short
2023-10-03 09:05:00,2023-10-03 09:15:00,loss,-910.0940072572147,6,short
2023-10-03 10:05:00,2023-10-03 12:15:00,loss,-599.4485861134189,5,short
2023-10-03 12:30:00,2023-10-03 13:35:00,loss,-594.6529974245115,5,short
2023-10-03 14:10:00,2023-10-03 14:20:00,loss,-1106.0545752095913,7,short
2023-10-03 15:00:00,2023-10-05 12:35:00,win,1452.6183421085966,5,short
2023-10-05 12:55:00,2023-10-05 13:25:00,loss,-1111.2530317130766,7,short
2023-10-05 14:10:00,2023-10-05 22:15:00,loss,-583.7782593266029,5,short
2023-10-11 08:00:00,2023-10-11 10:20:00,win,1447.7700831299753,5,long
2023-10-11 10:25:00,2023-10-11 11:40:00,loss,-590.6901939170299,5,long
2023-10-11 12:55:00,2023-10-11 13:30:00,loss,-585.9646723656937,5,long
2023-10-11 14:25:00,2023-10-12 01:35:00,win,1453.1923874669203,5,long
2023-10-12 08:15:00,2023-10-12 09:00:00,loss,-592.9024940865035,5,long
2023-10-12 09:30:00,2023-10-12 11:40:00,win,2205.5972780017923,6,long
2023-10-12 11:40:00,2023-10-12 12:05:00,loss,-908.7060785367385,6,long
2023-10-12 12:05:00,2023-10-12 12:30:00,loss,-1122.252006992872,7,long
2023-10-12 14:00:00,2023-10-12 17:05:00,win,1473.890969183972,5,short
2023-10-12 17:05:00,2023-10-12 17:20:00,loss,-601.3475154270606,5,short
2023-10-12 17:20:00,2023-10-13 00:50:00,loss,-894.8051029554662,6,short
2023-10-17 08:00:00,2023-10-17 09:30:00,win,2762.7107553750016,7,long
2023-10-17 09:30:00,2023-10-17 12:15:00,win,1528.6999513075011,5,long
2023-10-17 12:15:00,2023-10-17 12:30:00,loss,-935.5643702001904,6,long
2023-10-17 12:45:00,2023-10-17 13:00:00,loss,-924.3375977577883,6,long
2023-10-17 13:35:00,2023-10-17 17:35:00,loss,-608.8303643897966,5,long
2023-10-17 17:40:00,2023-10-17 19:05:00,loss,-603.9597214746783,5,short
2023-10-18 08:00:00,2023-10-18 09:30:00,win,2808.4127048572536,7,long
2023-10-18 09:45:00,2023-10-18 12:00:00,win,2330.982545031521,6,long
2023-10-18 12:00:00,2023-10-18 12:40:00,loss,-960.3648085529867,6,long
2023-10-18 12:45:00,2023-10-18 13:30:00,win,2372.101077125877,6,long
2023-10-18 14:00:00,2023-10-18 14:30:00,loss,-1221.6320547198266,7,long
2023-10-18 16:20:00,2023-10-18 17:20:00,win,1604.410098532039,5,long
2023-10-18 17:35:00,2023-10-18 18:10:00,loss,-981.8989803016078,6,long
2023-11-01 08:00:00,2023-11-01 08:35:00,loss,-970.1161925379887,6,short
2023-11-01 09:05:00,2023-11-01 09:30:00,loss,-638.9831988183553,5,long
2023-11-01 10:20:00,2023-11-01 12:25:00,win,1584.678333069521,5,long
2023-11-01 12:25:00,2023-11-01 13:25:00,loss,-646.5487598923645,5,long
2023-11-01 13:25:00,2023-11-01 13:45:00,loss,-641.3763698132257,5,short
2023-11-01 14:00:00,2023-11-01 15:20:00,loss,-1192.9600478525995,7,long
2023-11-01 16:00:00,2023-11-01 18:30:00,loss,-626.7016784718991,5,short
2023-11-01 18:35:00,2023-11-01 19:10:00,loss,-621.6880650441238,5,short
2023-11-02 08:00:00,2023-11-02 08:45:00,win,1541.7864013094268,5,long
2023-11-02 08:45:00,2023-11-02 10:15:00,loss,-943.5732776013692,6,long
2023-11-02 10:45:00,2023-11-02 12:15:00,loss,-621.5002655134351,5,long
2023-11-02 12:20:00,2023-11-02 13:15:00,loss,-616.5282633893277,5,long
2023-11-02 13:40:00,2023-11-03 06:55:00,loss,-611.5960372822132,5,short
2023-11-07 08:00:00,2023-11-07 08:55:00,win,1516.7581724598886,5,short
2023-11-07 08:55:00,2023-11-07 09:25:00,loss,-618.8373343636345,5,short
2023-11-07 10:15:00,2023-11-07 10:30:00,loss,-613.8866356887254,5,short
2023-11-07 10:35:00,2023-11-07 12:05:00,win,1522.438856508039,5,short
2023-11-07 12:05:00,2023-11-07 12:50:00,win,1552.8876336381998,5,short
2023-11-07 12:55:00,2023-11-07 13:30:00,loss,-633.5781545243855,5,short
2023-11-07 13:30:00,2023-11-07 13:35:00,loss,-628.5095292881905,5,short
2023-11-07 14:50:00,2023-11-07 15:05:00,loss,-623.4814530538849,5,short
2023-11-07 15:15:00,2023-11-07 16:10:00,loss,-927.7404021441807,6,short
2023-11-07 17:30:00,2023-11-07 18:00:00,loss,-611.0716782123004,5,short
2023-11-07 18:15:00,2023-11-08 02:20:00,win,1515.4577619665051,5,long
2023-11-08 08:15:00,2023-11-08 10:10:00,win,2318.6503758087524,6,short
2023-11-08 10:10:00,2023-11-08 11:30:00,loss,-636.855969888804,5,short
2023-11-08 12:10:00,2023-11-08 12:25:00,loss,-631.7611221296937,5,short
2023-11-08 12:25:00,2023-11-08 13:00:00,loss,-940.060549728984,6,short
2023-11-08 13:20:00,2023-11-08 13:25:00,loss,-619.1865487548242,5,short
2023-11-08 13:25:00,2023-11-08 13:35:00,loss,-614.2330563647856,5,short
2023-11-08 13:50:00,2023-11-08 14:00:00,loss,-609.3191919138674,5,short
2023-11-08 14:15:00,2023-11-08 15:00:00,win,1511.1115959463914,5,short
2023-11-08 15:00:00,2023-11-08 15:40:00,win,2312.000741797978,6,short
2023-11-08 15:50:00,2023-11-08 19:50:00,win,2976.7009550648977,7,short
2023-11-09 08:00:00,2023-11-09 08:15:00,win,2470.661792703864,6,short
2023-11-09 08:15:00,2023-11-09 08:20:00,loss,-1017.9126585939922,6,short
2023-11-09 08:20:00,2023-11-09 08:35:00,loss,-1257.1221333635804,7,short
2023-11-09 08:50:00,2023-11-09 13:50:00,loss,-660.4081607270009,5,short
2023-11-09 14:00:00,2023-11-09 14:40:00,win,1637.8122386029622,5,long
2023-11-09 15:25:00,2023-11-09 18:25:00,win,1670.568483375021,5,long
2023-11-09 18:25:00,2023-11-09 19:00:00,loss,-1022.3879118255131,6,long
2023-11-14 08:05:00,2023-11-14 09:15:00,loss,-1010.1192568836069,6,short
2023-11-14 09:15:00,2023-11-14 09:30:00,loss,-997.9978258010036,6,long
2023-11-14 09:30:00,2023-11-14 12:45:00,loss,-986.0218518913914,6,long
2023-11-14 12:45:00,2023-11-14 13:00:00,loss,-974.1895896686948,6,short
2023-11-14 13:05:00,2023-11-14 13:15:00,loss,-641.666209728447,5,short
2023-11-14 13:15:00,2023-11-14 13:20:00,loss,-636.5328800506195,5,long
2023-11-14 13:20:00,2023-11-14 13:25:00,loss,-631.4406170102145,5,long
2023-11-15 08:00:00,2023-11-15 10:20:00,win,2348.9590952779977,6,long
2023-11-15 10:20:00,2023-11-15 11:10:00,loss,-1209.7139340681688,7,long
2023-11-15 11:15:00,2023-11-15 12:20:00,loss,-635.5030533638113,5,long
2023-11-15 13:00:00,2023-11-15 13:20:00,loss,-630.419028936901,5,long
2023-11-15 14:05:00,2023-11-15 14:50:00,win,1563.4391917635141,5,short
2023-11-15 17:05:00,2023-11-21 00:00:00,loss,-637.8831902395137,5,short
2023-11-21 08:00:00,2023-11-21 08:20:00,loss,-949.1701870763964,6,long
2023-11-21 08:20:00,2023-11-21 08:40:00,loss,-937.7801448314797,6,long
2023-11-21 10:20:00,2023-11-21 11:15:00,loss,-617.6845220623346,5,long
2023-11-21 11:30:00,2023-11-21 13:15:00,win,1531.8576147145895,5,long
2023-11-21 13:15:00,2023-11-21 13:30:00,win,2343.7421505133225,6,long
2023-11-21 13:40:00,2023-11-21 14:25:00,win,3017.568018785903,7,long
2023-11-21 15:15:00,2023-11-21 16:20:00,loss,-667.8883881579465,5,long
2023-11-21 17:55:00,2023-11-21 18:10:00,loss,-662.5452810526829,5,long
2023-11-22 08:00:00,2023-11-22 08:25:00,loss,-985.867378206392,6,long
2023-11-22 09:40:00,2023-11-22 10:15:00,loss,-1217.5462120848943,7,long
2023-11-22 11:05:00,2023-11-22 11:15:00,loss,-959.4264151228966,6,long
2023-11-22 11:15:00,2023-11-22 13:30:00,loss,-947.9132981414218,6,long
2023-11-22 14:35:00,2023-11-22 15:00:00,loss,-936.5383385637248,6,long
2023-11-22 15:00:00,2023-11-22 15:25:00,win,1542.166464168267,5,short
2023-11-22 15:40:00,2023-11-22 18:45:00,win,2359.5146901774488,6,short
2023-11-22 18:45:00,2023-11-22 19:00:00,loss,-648.0800349020725,5,short
2023-11-28 08:45:00,2023-11-28 13:10:00,loss,-642.895394622856,5,long
2023-11-28 13:25:00,2023-11-28 13:40:00,win,2391.570867997024,6,long
2023-11-28 13:45:00,2023-11-28 14:15:00,win,3079.147492546168,7,long
2023-11-28 14:40:00,2023-11-28 15:40:00,win,3194.61552351665,7,long
2023-11-28 15:50:00,2023-11-28 16:20:00,win,2651.530884518819,6,long
2023-11-28 17:40:00,2023-11-30 10:05:00,loss,-1092.4307244217537,6,long
2023-11-30 12:00:00,2023-11-30 13:30:00,win,1798.8692595478212,5,long
2023-11-30 13:35:00,2023-11-30 13:40:00,loss,-1100.9079868432666,6,long
2023-11-30 14:15:00,2023-11-30 14:35:00,loss,-725.131394000765,5,long
2023-11-30 15:30:00,2023-12-01 09:00:00,win,1798.3258571218971,5,long
2023-12-05 08:15:00,2023-12-05 08:40:00,loss,-733.716949705734,5,long
2023-12-05 09:45:00,2023-12-05 10:30:00,win,1819.6180352702204,5,short
2023-12-05 10:45:00,2023-12-05 13:10:00,loss,-742.4041583902498,5,short
2023-12-05 14:00:00,2023-12-05 14:10:00,loss,-736.464925123128,5,long
2023-12-05 14:30:00,2023-12-05 14:45:00,win,1826.4330143053573,5,short
2023-12-05 15:05:00,2023-12-06 06:20:00,loss,-745.1846698365857,5,short
2023-12-06 10:05:00,2023-12-06 12:45:00,loss,-739.223192477893,5,short
2023-12-06 12:45:00,2023-12-06 13:15:00,win,1833.2735173451747,5,long
2023-12-06 13:30:00,2023-12-06 14:45:00,loss,-1121.963392615247,6,long
2023-12-06 15:35:00,2023-12-06 16:20:00,loss,-738.9998879359093,5,long
2023-12-06 16:55:00,2023-12-06 17:25:00,loss,-733.0878888324222,5,long
2023-12-06 17:50:00,2023-12-06 20:35:00,loss,-1090.834778582644,6,long
2023-12-07 08:00:00,2023-12-07 08:35:00,win,2694.3619030991304,6,long
2023-12-07 08:35:00,2023-12-07 09:25:00,loss,-740.0514027178946,5,long
2023-12-07 10:10:00,2023-12-07 10:25:00,loss,-734.1309914961514,5,long
2023-12-07 11:00:00,2023-12-07 11:25:00,loss,-728.2579435641823,5,long
2023-12-07 12:55:00,2023-12-07 13:30:00,loss,-1083.647820023503,6,long
2023-12-07 13:30:00,2023-12-07 13:40:00,win,3345.7626443225654,7,long
2023-12-07 13:40:00,2023-12-07 14:10:00,loss,-1388.4914973938646,7,long
2023-12-07 15:00:00,2023-12-07 18:40:00,loss,-729.4208666309103,5,short
2023-12-07 18:45:00,2023-12-07 23:00:00,loss,-723.5854996978629,5,long
2023-12-19 08:25:00,2023-12-19 10:30:00,loss,-717.7968157002801,5,long
2023-12-19 11:15:00,2023-12-19 12:40:00,win,1780.1361029366947,5,long
2023-12-19 12:40:00,2023-12-19 13:15:00,win,2723.608237493143,6,long
2023-12-19 13:15:00,2023-12-19 13:30:00,loss,-748.0843958981167,5,long
2023-12-19 13:30:00,2023-12-19 14:35:00,win,2782.8739527409944,6,long
2023-12-19 16:55:00,2023-12-19 17:15:00,loss,-764.3627123528597,5,long
2023-12-21 08:00:00,2023-12-21 10:25:00,loss,-758.2478106540369,5,long
2023-12-21 10:30:00,2023-12-21 12:20:00,loss,-752.1818281688045,5,short
2023-12-21 12:35:00,2023-12-21 12:40:00,loss,-746.1643735434541,5,long
2023-12-21 12:40:00,2023-12-21 13:10:00,loss,-1110.2925878326598,6,long
2023-12-21 13:10:00,2023-12-21 13:30:00,loss,-1096.9690767786678,6,long
2023-12-21 13:30:00,2023-12-21 14:05:00,loss,-1083.8054478573238,6,long
2023-12-21 14:40:00,2023-12-21 15:05:00,loss,-1070.7997824830359,6,long
2023-12-21 15:55:00,2023-12-21 18:15:00,loss,-705.300123395493,5,long
2023-12-26 10:05:00,2023-12-26 12:45:00,loss,-699.6577224083289,5,long
2023-12-26 13:10:00,2023-12-26 13:15:00,loss,-694.0604606290624,5,short
2023-12-26 13:15:00,2023-12-26 13:30:00,loss,-688.5079769440299,5,long
2023-12-26 13:45:00,2023-12-26 14:35:00,win,1707.499782821194,5,short
2023-12-26 14:50:00,2023-12-26 15:05:00,loss,-696.6599113910472,5,short
2023-12-26 16:25:00,2023-12-26 20:05:00,win,1727.716580249797,5,long
2023-12-27 08:00:00,2023-12-27 09:25:00,win,3304.2579597277363,7,long
2023-12-27 09:25:00,2023-12-27 10:20:00,loss,-1371.2670532870106,7,long
2023-12-27 10:40:00,2023-12-27 11:10:00,loss,-720.3722919934429,5,short
2023-12-27 11:25:00,2023-12-27 12:50:00,loss,-714.6093136574955,5,long
2023-12-27 12:55:00,2023-12-27 15:10:00,win,1772.2310978705889,5,long
2023-12-27 15:10:00,2023-12-27 15:30:00,win,2711.5135797420007,6,long
2023-12-27 15:45:00,2023-12-28 01:50:00,win,2792.858987134261,6,long
2023-12-28 08:05:00,2023-12-28 08:15:00,win,1917.763171165526,5,short
2023-12-28 09:00:00,2023-12-28 10:05:00,loss,-782.4473738355346,5,short
2023-12-28 10:30:00,2023-12-28 12:05:00,win,1940.4694871121255,5,short
2023-12-28 12:05:00,2023-12-28 12:40:00,loss,-1187.567326112621,6,short
2023-12-28 13:55:00,2023-12-28 14:15:00,loss,-1173.3165181992697,6,short
2023-12-28 14:25:00,2023-12-28 14:50:00,loss,-772.8244799872523,5,short
2023-12-28 14:50:00,2023-12-28 16:05:00,loss,-766.6418841473543,5,long
2023-12-28 16:15:00,2023-12-28 19:35:00,win,1901.2718726854391,5,short
2024-01-03 08:25:00,2024-01-03 09:40:00,win,1939.2973101391476,5,short
2024-01-03 09:45:00,2024-01-03 11:20:00,win,2967.1248845128957,6,short
2024-01-03 11:30:00,2024-01-03 12:00:00,win,2037.4257540321887,5,short
2024-01-03 12:35:00,2024-01-03 12:45:00,loss,-831.269707645133,5,short
2024-01-03 12:45:00,2024-01-03 14:05:00,win,2061.54887495993,5,short
2024-01-03 14:45:00,2024-01-03 15:00:00,loss,-841.1119409836515,5,short
2024-01-03 15:15:00,2024-01-03 23:05:00,loss,-834.3830454557822,5,short
2024-01-04 08:35:00,2024-01-04 08:50:00,loss,-827.7079810921359,5,short
2024-01-04 08:50:00,2024-01-04 09:10:00,loss,-821.0863172433988,5,short
2024-01-04 09:15:00,2024-01-04 11:50:00,loss,-814.5176267054516,5,long
2024-01-04 11:50:00,2024-01-04 13:10:00,loss,-808.001485691808,5,short
2024-01-04 13:15:00,2024-01-04 13:30:00,win,2003.843684515684,5,short
2024-01-04 13:30:00,2024-01-04 15:10:00,loss,-1226.3523349235982,6,short
2024-01-04 17:25:00,2024-01-04 17:50:00,loss,-807.7574046030102,5,short
2024-01-04 17:50:00,2024-01-05 01:05:00,loss,-801.2953453661862,5,short
2024-01-10 11:15:00,2024-01-10 13:00:00,win,1987.2124565081415,5,short
2024-01-10 13:00:00,2024-01-10 13:10:00,loss,-1216.1740233829826,6,short
2024-01-10 13:10:00,2024-01-10 14:15:00,win,3003.949837755967,6,short
2024-01-10 14:15:00,2024-01-10 14:30:00,loss,-825.0848887703057,5,short
2024-01-10 14:40:00,2024-01-10 17:50:00,win,2046.2105241503582,5,short
2024-01-10 17:50:00,2024-01-10 23:00:00,loss,-1252.2808407800192,6,short
2024-01-11 08:00:00,2024-01-11 11:25:00,loss,-824.8356471271061,5,short
2024-01-11 11:25:00,2024-01-11 12:55:00,loss,-818.2369619500892,5,long
2024-01-11 13:35:00,2024-01-11 16:20:00,win,2029.2276656362214,5,short
2024-01-11 16:45:00,2024-01-11 19:25:00,loss,-827.9248875795782,5,short
2024-01-16 08:00:00,2024-01-16 08:35:00,win,3079.880581796031,6,short
2024-01-16 08:45:00,2024-01-16 11:45:00,win,2114.8513328332747,5,short
2024-01-16 11:50:00,2024-01-16 13:10:00,win,2157.14835948994,5,short
2024-01-16 14:55:00,2024-01-16 15:40:00,loss,-880.1165306718956,5,short
2024-01-16 16:00:00,2024-01-16 16:20:00,loss,-1309.6133976397805,6,short
2024-01-16 16:25:00,2024-01-16 17:05:00,win,4043.431365212822,7,short
2024-01-16 17:35:00,2024-01-17 02:05:00,loss,-1342.4192132506569,6,short
2024-01-17 08:40:00,2024-01-17 10:00:00,loss,-884.2067884610994,5,short
2024-01-17 11:50:00,2024-01-17 12:05:00,loss,-1315.6997012301158,6,short
2024-01-17 12:50:00,2024-01-17 13:10:00,loss,-866.6075365435697,5,long
2024-01-17 13:10:00,2024-01-17 13:30:00,win,2149.1866906280525,5,short
2024-01-17 13:35:00,2024-01-17 14:10:00,win,3288.2556366609206,6,short
2024-01-17 14:10:00,2024-01-17 15:00:00,win,4233.629132200936,7,short
2024-01-17 16:00:00,2024-01-19 00:00:00,loss,-937.0432479271403,5,short
2024-01-23 10:00:00,2024-01-23 11:25:00,win,2323.867254859308,5,short
2024-01-23 11:25:00,2024-01-23 12:20:00,loss,-948.1378399825976,5,short
2024-01-23 13:55:00,2024-01-23 16:10:00,loss,-1410.8291058941052,6,short
2024-01-23 16:55:00,2024-01-23 17:15:00,loss,-929.2661044155841,5,long
2024-01-23 17:15:00,2024-01-23 18:30:00,loss,-921.8319755802595,5,short
2024-01-24 08:00:00,2024-01-24 08:15:00,loss,-1371.6859796634258,6,long
2024-01-24 08:15:00,2024-01-24 09:40:00,win,2258.709579845775,5,long
2024-01-24 09:40:00,2024-01-24 10:25:00,loss,-921.5535085770762,5,long
2024-01-24 11:00:00,2024-01-24 13:30:00,win,2285.4527012711487,5,long
2024-01-24 13:30:00,2024-01-24 13:35:00,loss,-1398.697053177943,6,long
2024-01-24 13:50:00,2024-01-24 14:30:00,loss,-921.275125693205,5,long
2024-01-24 14:30:00,2024-01-24 14:45:00,win,2284.7623117191483,5,short
2024-01-24 16:45:00,2024-01-24 17:00:00,loss,-932.1830231814128,5,short
2024-01-24 17:05:00,2024-01-24 17:55:00,loss,-924.7255589959614,5,short
2024-01-24 18:05:00,2024-01-24 19:25:00,win,2293.319386309984,5,short
2024-01-25 08:00:00,2024-01-25 09:35:00,loss,-935.6743096144736,5,short
2024-01-25 10:00:00,2024-01-25 11:30:00,loss,-928.1889151375577,5,long
2024-01-25 11:30:00,2024-01-25 13:30:00,loss,-920.7634038164573,5,short
2024-01-25 13:35:00,2024-01-25 13:45:00,loss,-913.3972965859257,5,long
2024-01-25 13:45:00,2024-01-25 17:05:00,loss,-906.0901182132383,5,long
2024-01-25 17:05:00,2024-01-25 17:25:00,loss,-898.8413972675323,5,short
2024-01-25 17:30:00,2024-01-25 18:10:00,loss,-891.6506660893921,5,short
2024-01-25 18:55:00,2024-01-25 19:15:00,loss,-884.517460760677,5,short
2024-02-07 08:00:00,2024-02-07 08:10:00,loss,-877.4413210745915,5,long
2024-02-07 09:25:00,2024-02-07 10:50:00,loss,-870.4217905059949,5,long
2024-02-07 11:20:00,2024-02-07 11:50:00,loss,-863.458416181947,5,long
2024-02-07 11:55:00,2024-02-07 12:00:00,loss,-856.5507488524913,5,long
2024-02-07 13:20:00,2024-02-07 14:30:00,loss,-849.6983428616714,5,long
2024-02-07 14:35:00,2024-02-07 14:45:00,win,2107.251890296945,5,long
2024-02-07 15:00:00,2024-02-07 15:15:00,loss,-1289.6381568617303,6,long
2024-02-07 15:20:00,2024-02-07 17:25:00,loss,-849.4416659862597,5,long
2024-02-07 18:10:00,2024-02-07 18:40:00,loss,-842.6461326583697,5,long
2024-02-13 10:05:00,2024-02-13 11:25:00,win,2089.7624089927567,5,long
2024-02-13 11:40:00,2024-02-13 13:30:00,loss,-852.6230628690448,5,long
2024-02-13 16:00:00,2024-02-14 15:00:00,win,2114.505195915231,5,short
2024-02-14 15:00:00,2024-02-14 16:25:00,loss,-1617.5964748751517,7,short
2024-02-14 18:20:00,2024-02-15 07:30:00,loss,-849.777348134413,5,short
2024-02-15 08:00:00,2024-02-15 09:55:00,win,3161.171735060016,6,long
2024-02-15 09:55:00,2024-02-15 12:45:00,win,2170.6712580745448,5,long
2024-02-15 12:45:00,2024-02-15 12:50:00,loss,-1328.4508099416212,6,long
2024-02-15 12:50:00,2024-02-15 13:30:00,loss,-1312.5094002223218,6,long
2024-02-15 13:35:00,2024-02-15 16:25:00,loss,-1296.759287419654,6,long
2024-02-15 17:05:00,2024-02-16 11:35:00,win,2135.330293284364,5,long
2024-02-20 08:00:00,2024-02-20 09:35:00,win,2178.036899150051,5,long
2024-02-20 09:35:00,2024-02-20 09:50:00,loss,-1332.9585822798308,6,long
2024-02-20 09:50:00,2024-02-20 10:25:00,win,4115.509622788979,7,long
2024-02-20 10:25:00,2024-02-20 13:30:00,win,2277.248657943235,5,long
2024-02-20 13:30:00,2024-02-20 13:35:00,loss,-1393.6761786612594,6,long
2024-02-20 13:35:00,2024-02-20 14:35:00,loss,-1721.1900806466554,7,long
2024-02-20 15:00:00,2024-02-20 15:35:00,loss,-904.1985223663764,5,long
2024-02-20 16:30:00,2024-02-20 17:05:00,loss,-896.9649341874454,5,long
2024-02-20 17:30:00,2024-02-20 19:45:00,loss,-889.7892147139459,5,long
2024-02-22 08:00:00,2024-02-22 08:05:00,win,3310.015878735878,6,long
2024-02-22 08:05:00,2024-02-22 08:30:00,loss,-1363.7265420391818,6,long
2024-02-22 08:30:00,2024-02-22 09:20:00,loss,-1684.2022794183897,7,long
2024-02-22 11:50:00,2024-02-22 12:25:00,loss,-1327.151396181691,6,long
2024-02-22 12:25:00,2024-02-22 12:45:00,loss,-874.1503862850071,5,long
2024-02-22 13:00:00,2024-02-22 13:20:00,win,3251.8394369802263,6,short
2024-02-22 13:20:00,2024-02-22 13:35:00,loss,-893.1718986905689,5,short
2024-02-22 13:35:00,2024-02-22 15:10:00,win,3322.599463128916,6,short
2024-02-22 15:10:00,2024-02-22 23:25:00,loss,-912.6073192060758,5,short
2024-02-29 08:55:00,2024-02-29 09:15:00,loss,-1357.9596909786405,6,long
2024-02-29 10:00:00,2024-02-29 10:35:00,win,3354.1604367172426,6,short
2024-02-29 10:35:00,2024-02-29 11:45:00,win,2303.19016654584,5,short
2024-02-29 12:20:00,2024-02-29 12:35:00,loss,-939.7015879507028,5,short
2024-02-29 12:35:00,2024-02-29 13:00:00,loss,-932.1839752470971,5,short
2024-02-29 13:00:00,2024-02-29 13:25:00,win,3467.724387919201,6,long
2024-02-29 13:25:00,2024-02-29 13:30:00,win,3571.7561195567764,6,long
2024-02-29 14:35:00,2024-02-29 16:30:00,loss,-981.0423475049282,5,long
2024-02-29 17:55:00,2024-02-29 20:50:00,loss,-1459.7910130873329,6,long
2024-03-05 08:00:00,2024-03-05 08:25:00,win,2403.7892015504754,5,long
2024-03-05 08:25:00,2024-03-05 09:00:00,loss,-980.7459942325938,5,long
2024-03-05 09:00:00,2024-03-05 09:25:00,win,4560.46887318156,7,long
2024-03-05 09:30:00,2024-03-05 09:50:00,loss,-1009.3837772641855,5,long
2024-03-05 09:50:00,2024-03-05 12:25:00,loss,-1877.453825711385,7,long
2024-03-05 12:50:00,2024-03-05 13:20:00,win,2465.722691100952,5,long
2024-03-05 13:35:00,2024-03-05 13:40:00,loss,-1886.2778586922284,7,long
2024-03-05 13:40:00,2024-03-05 13:50:00,loss,-1857.983690811845,7,long
2024-03-05 13:55:00,2024-03-06 14:30:00,win,3660.227870899335,6,long
2024-03-06 15:10:00,2024-03-07 04:00:00,win,2513.3564713508767,5,long
2024-03-07 08:00:00,2024-03-07 11:15:00,loss,-1025.4494403111578,5,long
2024-03-07 11:55:00,2024-03-07 12:35:00,loss,-1017.2458447886685,5,long
2024-03-07 12:50:00,2024-03-07 13:05:00,win,3784.1545426138464,6,long
2024-03-07 13:05:00,2024-03-07 14:00:00,loss,-1948.839589446131,7,long
2024-03-07 15:05:00,2024-03-07 15:25:00,loss,-1023.7903976557008,5,long
2024-03-07 15:30:00,2024-03-07 16:05:00,loss,-1015.6000744744554,5,long
2024-03-07 16:20:00,2024-03-10 22:00:00,win,2518.688184696649,5,long
2024-03-12 08:00:00,2024-03-12 10:50:00,loss,-1027.6247793562327,5,long
2024-03-12 10:50:00,2024-03-12 11:15:00,win,2548.5094528034574,5,short
